edge_id,pair_id,domain,path_order,node_id,label,x,y,weight,source,target,is_cross_border,involves_singapore
hill-c--huskins-w#amr_hai,hill-c--huskins-w,amr_hai,2,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,hill-c,huskins-w,,
hill-c--kaye-k#amr_hai,hill-c--kaye-k,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,kaye-k,,
hill-c--kaye-k#amr_hai,hill-c--kaye-k,amr_hai,2,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,hill-c,kaye-k,,
hill-c--komarow-l#amr_hai,hill-c--komarow-l,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,komarow-l,,
hill-c--komarow-l#amr_hai,hill-c--komarow-l,amr_hai,2,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,hill-c,komarow-l,,
hill-c--kreiswirth-b#amr_hai,hill-c--kreiswirth-b,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,kreiswirth-b,,
hill-c--kreiswirth-b#amr_hai,hill-c--kreiswirth-b,amr_hai,2,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,hill-c,kreiswirth-b,,
hill-c--leroi-m#amr_hai,hill-c--leroi-m,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,leroi-m,,
hill-c--leroi-m#amr_hai,hill-c--leroi-m,amr_hai,2,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,hill-c,leroi-m,,
hill-c--li-y#amr_hai,hill-c--li-y,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,li-y,,
hill-c--li-y#amr_hai,hill-c--li-y,amr_hai,2,li-y,"Li, Yan",0.428594,0.516643,1,hill-c,li-y,,
hill-c--mccarty-t#amr_hai,hill-c--mccarty-t,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,mccarty-t,,
hill-c--mccarty-t#amr_hai,hill-c--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,hill-c,mccarty-t,,
hill-c--munita-j#amr_hai,hill-c--munita-j,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,munita-j,,
hill-c--munita-j#amr_hai,hill-c--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,hill-c,munita-j,,
hill-c--patel-r#amr_hai,hill-c--patel-r,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,patel-r,,
hill-c--patel-r#amr_hai,hill-c--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,hill-c,patel-r,,
hill-c--paterson-d#amr_hai,hill-c--paterson-d,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,paterson-d,,
hill-c--paterson-d#amr_hai,hill-c--paterson-d,amr_hai,2,paterson-d,"Paterson, David L",0.459975,0.566986,1,hill-c,paterson-d,,
hill-c--reyes-j#amr_hai,hill-c--reyes-j,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,reyes-j,,
hill-c--reyes-j#amr_hai,hill-c--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,hill-c,reyes-j,,
hill-c--rioseco-m#amr_hai,hill-c--rioseco-m,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,rioseco-m,,
hill-c--rioseco-m#amr_hai,hill-c--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,hill-c,rioseco-m,,
hill-c--satlin-m#amr_hai,hill-c--satlin-m,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,satlin-m,,
hill-c--satlin-m#amr_hai,hill-c--satlin-m,amr_hai,2,satlin-m,"Satlin, Michael J",0.443515,0.545235,1,hill-c,satlin-m,,
hill-c--stryjewski-m#amr_hai,hill-c--stryjewski-m,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,stryjewski-m,,
hill-c--stryjewski-m#amr_hai,hill-c--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,hill-c,stryjewski-m,,
hill-c--vanduin-d#amr_hai,hill-c--vanduin-d,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,vanduin-d,,
hill-c--vanduin-d#amr_hai,hill-c--vanduin-d,amr_hai,2,vanduin-d,"van Duin, David",0.446641,0.548843,1,hill-c,vanduin-d,,
hill-c--vilchez-s#amr_hai,hill-c--vilchez-s,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,vilchez-s,,
hill-c--vilchez-s#amr_hai,hill-c--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,hill-c,vilchez-s,,
hill-c--villegas-m#amr_hai,hill-c--villegas-m,amr_hai,1,hill-c,"Hill, Carol",0.445834,0.542896,1,hill-c,villegas-m,,
hill-c--villegas-m#amr_hai,hill-c--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,hill-c,villegas-m,,
huskins-w--kaye-k#amr_hai,huskins-w--kaye-k,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,kaye-k,,
huskins-w--kaye-k#amr_hai,huskins-w--kaye-k,amr_hai,2,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,huskins-w,kaye-k,,
huskins-w--komarow-l#amr_hai,huskins-w--komarow-l,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,komarow-l,,
huskins-w--komarow-l#amr_hai,huskins-w--komarow-l,amr_hai,2,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,huskins-w,komarow-l,,
huskins-w--kreiswirth-b#amr_hai,huskins-w--kreiswirth-b,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,kreiswirth-b,,
huskins-w--kreiswirth-b#amr_hai,huskins-w--kreiswirth-b,amr_hai,2,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,huskins-w,kreiswirth-b,,
huskins-w--leroi-m#amr_hai,huskins-w--leroi-m,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,leroi-m,,
huskins-w--leroi-m#amr_hai,huskins-w--leroi-m,amr_hai,2,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,huskins-w,leroi-m,,
huskins-w--li-y#amr_hai,huskins-w--li-y,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,li-y,,
huskins-w--li-y#amr_hai,huskins-w--li-y,amr_hai,2,li-y,"Li, Yan",0.428594,0.516643,1,huskins-w,li-y,,
huskins-w--mccarty-t#amr_hai,huskins-w--mccarty-t,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,mccarty-t,,
huskins-w--mccarty-t#amr_hai,huskins-w--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,huskins-w,mccarty-t,,
huskins-w--munita-j#amr_hai,huskins-w--munita-j,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,munita-j,,
huskins-w--munita-j#amr_hai,huskins-w--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,huskins-w,munita-j,,
huskins-w--patel-r#amr_hai,huskins-w--patel-r,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,patel-r,,
huskins-w--patel-r#amr_hai,huskins-w--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,huskins-w,patel-r,,
huskins-w--paterson-d#amr_hai,huskins-w--paterson-d,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,paterson-d,,
huskins-w--paterson-d#amr_hai,huskins-w--paterson-d,amr_hai,2,paterson-d,"Paterson, David L",0.459975,0.566986,1,huskins-w,paterson-d,,
huskins-w--reyes-j#amr_hai,huskins-w--reyes-j,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,reyes-j,,
huskins-w--reyes-j#amr_hai,huskins-w--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,huskins-w,reyes-j,,
huskins-w--rioseco-m#amr_hai,huskins-w--rioseco-m,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,rioseco-m,,
huskins-w--rioseco-m#amr_hai,huskins-w--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,huskins-w,rioseco-m,,
huskins-w--satlin-m#amr_hai,huskins-w--satlin-m,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,satlin-m,,
huskins-w--satlin-m#amr_hai,huskins-w--satlin-m,amr_hai,2,satlin-m,"Satlin, Michael J",0.443515,0.545235,1,huskins-w,satlin-m,,
huskins-w--stryjewski-m#amr_hai,huskins-w--stryjewski-m,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,stryjewski-m,,
huskins-w--stryjewski-m#amr_hai,huskins-w--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,huskins-w,stryjewski-m,,
huskins-w--vanduin-d#amr_hai,huskins-w--vanduin-d,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,vanduin-d,,
huskins-w--vanduin-d#amr_hai,huskins-w--vanduin-d,amr_hai,2,vanduin-d,"van Duin, David",0.446641,0.548843,1,huskins-w,vanduin-d,,
huskins-w--vilchez-s#amr_hai,huskins-w--vilchez-s,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,vilchez-s,,
huskins-w--vilchez-s#amr_hai,huskins-w--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,huskins-w,vilchez-s,,
huskins-w--villegas-m#amr_hai,huskins-w--villegas-m,amr_hai,1,huskins-w,"Huskins, W Charles",0.440451,0.545897,1,huskins-w,villegas-m,,
huskins-w--villegas-m#amr_hai,huskins-w--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,huskins-w,villegas-m,,
kaye-k--komarow-l#amr_hai,kaye-k--komarow-l,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,komarow-l,,
kaye-k--komarow-l#amr_hai,kaye-k--komarow-l,amr_hai,2,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,kaye-k,komarow-l,,
kaye-k--kreiswirth-b#amr_hai,kaye-k--kreiswirth-b,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,kreiswirth-b,,
kaye-k--kreiswirth-b#amr_hai,kaye-k--kreiswirth-b,amr_hai,2,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kaye-k,kreiswirth-b,,
kaye-k--leroi-m#amr_hai,kaye-k--leroi-m,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,leroi-m,,
kaye-k--leroi-m#amr_hai,kaye-k--leroi-m,amr_hai,2,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,kaye-k,leroi-m,,
kaye-k--li-y#amr_hai,kaye-k--li-y,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,li-y,,
kaye-k--li-y#amr_hai,kaye-k--li-y,amr_hai,2,li-y,"Li, Yan",0.428594,0.516643,1,kaye-k,li-y,,
kaye-k--mccarty-t#amr_hai,kaye-k--mccarty-t,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,mccarty-t,,
kaye-k--mccarty-t#amr_hai,kaye-k--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,kaye-k,mccarty-t,,
kaye-k--munita-j#amr_hai,kaye-k--munita-j,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,munita-j,,
kaye-k--munita-j#amr_hai,kaye-k--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,kaye-k,munita-j,,
kaye-k--patel-r#amr_hai,kaye-k--patel-r,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,patel-r,,
kaye-k--patel-r#amr_hai,kaye-k--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,kaye-k,patel-r,,
kaye-k--paterson-d#amr_hai,kaye-k--paterson-d,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,paterson-d,,
kaye-k--paterson-d#amr_hai,kaye-k--paterson-d,amr_hai,2,paterson-d,"Paterson, David L",0.459975,0.566986,1,kaye-k,paterson-d,,
kaye-k--reyes-j#amr_hai,kaye-k--reyes-j,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,reyes-j,,
kaye-k--reyes-j#amr_hai,kaye-k--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,kaye-k,reyes-j,,
kaye-k--rioseco-m#amr_hai,kaye-k--rioseco-m,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,rioseco-m,,
kaye-k--rioseco-m#amr_hai,kaye-k--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,kaye-k,rioseco-m,,
kaye-k--satlin-m#amr_hai,kaye-k--satlin-m,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,satlin-m,,
kaye-k--satlin-m#amr_hai,kaye-k--satlin-m,amr_hai,2,satlin-m,"Satlin, Michael J",0.443515,0.545235,1,kaye-k,satlin-m,,
kaye-k--stryjewski-m#amr_hai,kaye-k--stryjewski-m,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,stryjewski-m,,
kaye-k--stryjewski-m#amr_hai,kaye-k--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,kaye-k,stryjewski-m,,
kaye-k--vanduin-d#amr_hai,kaye-k--vanduin-d,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,vanduin-d,,
kaye-k--vanduin-d#amr_hai,kaye-k--vanduin-d,amr_hai,2,vanduin-d,"van Duin, David",0.446641,0.548843,1,kaye-k,vanduin-d,,
kaye-k--vilchez-s#amr_hai,kaye-k--vilchez-s,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,vilchez-s,,
kaye-k--vilchez-s#amr_hai,kaye-k--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,kaye-k,vilchez-s,,
kaye-k--villegas-m#amr_hai,kaye-k--villegas-m,amr_hai,1,kaye-k,"Kaye, Keith S",0.444027,0.541364,1,kaye-k,villegas-m,,
kaye-k--villegas-m#amr_hai,kaye-k--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,kaye-k,villegas-m,,
komarow-l--kreiswirth-b#amr_hai,komarow-l--kreiswirth-b,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,kreiswirth-b,,
komarow-l--kreiswirth-b#amr_hai,komarow-l--kreiswirth-b,amr_hai,2,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,komarow-l,kreiswirth-b,,
komarow-l--leroi-m#amr_hai,komarow-l--leroi-m,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,leroi-m,,
komarow-l--leroi-m#amr_hai,komarow-l--leroi-m,amr_hai,2,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,komarow-l,leroi-m,,
komarow-l--mccarty-t#amr_hai,komarow-l--mccarty-t,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,mccarty-t,,
komarow-l--mccarty-t#amr_hai,komarow-l--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,komarow-l,mccarty-t,,
komarow-l--munita-j#amr_hai,komarow-l--munita-j,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,munita-j,,
komarow-l--munita-j#amr_hai,komarow-l--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,komarow-l,munita-j,,
komarow-l--patel-r#amr_hai,komarow-l--patel-r,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,patel-r,,
komarow-l--patel-r#amr_hai,komarow-l--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,komarow-l,patel-r,,
komarow-l--reyes-j#amr_hai,komarow-l--reyes-j,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,reyes-j,,
komarow-l--reyes-j#amr_hai,komarow-l--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,komarow-l,reyes-j,,
komarow-l--rioseco-m#amr_hai,komarow-l--rioseco-m,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,rioseco-m,,
komarow-l--rioseco-m#amr_hai,komarow-l--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,komarow-l,rioseco-m,,
komarow-l--stryjewski-m#amr_hai,komarow-l--stryjewski-m,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,stryjewski-m,,
komarow-l--stryjewski-m#amr_hai,komarow-l--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,komarow-l,stryjewski-m,,
komarow-l--vilchez-s#amr_hai,komarow-l--vilchez-s,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,vilchez-s,,
komarow-l--vilchez-s#amr_hai,komarow-l--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,komarow-l,vilchez-s,,
komarow-l--villegas-m#amr_hai,komarow-l--villegas-m,amr_hai,1,komarow-l,"Komarow, Lauren",0.448033,0.541548,1,komarow-l,villegas-m,,
komarow-l--villegas-m#amr_hai,komarow-l--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,komarow-l,villegas-m,,
kreiswirth-b--leroi-m#amr_hai,kreiswirth-b--leroi-m,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,leroi-m,,
kreiswirth-b--leroi-m#amr_hai,kreiswirth-b--leroi-m,amr_hai,2,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,kreiswirth-b,leroi-m,,
kreiswirth-b--li-y#amr_hai,kreiswirth-b--li-y,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,li-y,,
kreiswirth-b--li-y#amr_hai,kreiswirth-b--li-y,amr_hai,2,li-y,"Li, Yan",0.428594,0.516643,1,kreiswirth-b,li-y,,
kreiswirth-b--mccarty-t#amr_hai,kreiswirth-b--mccarty-t,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,mccarty-t,,
kreiswirth-b--mccarty-t#amr_hai,kreiswirth-b--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,kreiswirth-b,mccarty-t,,
kreiswirth-b--munita-j#amr_hai,kreiswirth-b--munita-j,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,munita-j,,
kreiswirth-b--munita-j#amr_hai,kreiswirth-b--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,kreiswirth-b,munita-j,,
kreiswirth-b--patel-r#amr_hai,kreiswirth-b--patel-r,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,patel-r,,
kreiswirth-b--patel-r#amr_hai,kreiswirth-b--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,kreiswirth-b,patel-r,,
kreiswirth-b--paterson-d#amr_hai,kreiswirth-b--paterson-d,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,paterson-d,,
kreiswirth-b--paterson-d#amr_hai,kreiswirth-b--paterson-d,amr_hai,2,paterson-d,"Paterson, David L",0.459975,0.566986,1,kreiswirth-b,paterson-d,,
kreiswirth-b--reyes-j#amr_hai,kreiswirth-b--reyes-j,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,reyes-j,,
kreiswirth-b--reyes-j#amr_hai,kreiswirth-b--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,kreiswirth-b,reyes-j,,
kreiswirth-b--rioseco-m#amr_hai,kreiswirth-b--rioseco-m,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,rioseco-m,,
kreiswirth-b--rioseco-m#amr_hai,kreiswirth-b--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,kreiswirth-b,rioseco-m,,
kreiswirth-b--satlin-m#amr_hai,kreiswirth-b--satlin-m,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,satlin-m,,
kreiswirth-b--satlin-m#amr_hai,kreiswirth-b--satlin-m,amr_hai,2,satlin-m,"Satlin, Michael J",0.443515,0.545235,1,kreiswirth-b,satlin-m,,
kreiswirth-b--stryjewski-m#amr_hai,kreiswirth-b--stryjewski-m,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,stryjewski-m,,
kreiswirth-b--stryjewski-m#amr_hai,kreiswirth-b--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,kreiswirth-b,stryjewski-m,,
kreiswirth-b--vanduin-d#amr_hai,kreiswirth-b--vanduin-d,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,vanduin-d,,
kreiswirth-b--vanduin-d#amr_hai,kreiswirth-b--vanduin-d,amr_hai,2,vanduin-d,"van Duin, David",0.446641,0.548843,1,kreiswirth-b,vanduin-d,,
kreiswirth-b--vilchez-s#amr_hai,kreiswirth-b--vilchez-s,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,vilchez-s,,
kreiswirth-b--vilchez-s#amr_hai,kreiswirth-b--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,kreiswirth-b,vilchez-s,,
kreiswirth-b--villegas-m#amr_hai,kreiswirth-b--villegas-m,amr_hai,1,kreiswirth-b,"Kreiswirth, Barry N",0.448689,0.549254,1,kreiswirth-b,villegas-m,,
kreiswirth-b--villegas-m#amr_hai,kreiswirth-b--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,kreiswirth-b,villegas-m,,
leroi-m--li-y#amr_hai,leroi-m--li-y,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,li-y,,
leroi-m--li-y#amr_hai,leroi-m--li-y,amr_hai,2,li-y,"Li, Yan",0.428594,0.516643,1,leroi-m,li-y,,
leroi-m--mccarty-t#amr_hai,leroi-m--mccarty-t,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,mccarty-t,,
leroi-m--mccarty-t#amr_hai,leroi-m--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,leroi-m,mccarty-t,,
leroi-m--munita-j#amr_hai,leroi-m--munita-j,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,munita-j,,
leroi-m--munita-j#amr_hai,leroi-m--munita-j,amr_hai,2,munita-j,"Munita, Jose M",0.448615,0.539067,1,leroi-m,munita-j,,
leroi-m--patel-r#amr_hai,leroi-m--patel-r,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,patel-r,,
leroi-m--patel-r#amr_hai,leroi-m--patel-r,amr_hai,2,patel-r,"Patel, Robin",0.446937,0.545664,1,leroi-m,patel-r,,
leroi-m--paterson-d#amr_hai,leroi-m--paterson-d,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,paterson-d,,
leroi-m--paterson-d#amr_hai,leroi-m--paterson-d,amr_hai,2,paterson-d,"Paterson, David L",0.459975,0.566986,1,leroi-m,paterson-d,,
leroi-m--reyes-j#amr_hai,leroi-m--reyes-j,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,reyes-j,,
leroi-m--reyes-j#amr_hai,leroi-m--reyes-j,amr_hai,2,reyes-j,"Reyes, Jinnethe",0.450597,0.540517,1,leroi-m,reyes-j,,
leroi-m--rioseco-m#amr_hai,leroi-m--rioseco-m,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,rioseco-m,,
leroi-m--rioseco-m#amr_hai,leroi-m--rioseco-m,amr_hai,2,rioseco-m,"Rioseco, María L",0.438538,0.543695,1,leroi-m,rioseco-m,,
leroi-m--satlin-m#amr_hai,leroi-m--satlin-m,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,satlin-m,,
leroi-m--satlin-m#amr_hai,leroi-m--satlin-m,amr_hai,2,satlin-m,"Satlin, Michael J",0.443515,0.545235,1,leroi-m,satlin-m,,
leroi-m--stryjewski-m#amr_hai,leroi-m--stryjewski-m,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,stryjewski-m,,
leroi-m--stryjewski-m#amr_hai,leroi-m--stryjewski-m,amr_hai,2,stryjewski-m,"Stryjewski, Martin E",0.437447,0.545724,1,leroi-m,stryjewski-m,,
leroi-m--vanduin-d#amr_hai,leroi-m--vanduin-d,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,vanduin-d,,
leroi-m--vanduin-d#amr_hai,leroi-m--vanduin-d,amr_hai,2,vanduin-d,"van Duin, David",0.446641,0.548843,1,leroi-m,vanduin-d,,
leroi-m--vilchez-s#amr_hai,leroi-m--vilchez-s,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,vilchez-s,,
leroi-m--vilchez-s#amr_hai,leroi-m--vilchez-s,amr_hai,2,vilchez-s,"Vilchez, Samuel",0.442843,0.550943,1,leroi-m,vilchez-s,,
leroi-m--villegas-m#amr_hai,leroi-m--villegas-m,amr_hai,1,leroi-m,"Leroi, Marcel",0.441467,0.539911,1,leroi-m,villegas-m,,
leroi-m--villegas-m#amr_hai,leroi-m--villegas-m,amr_hai,2,villegas-m,"Villegas, Maria Virginia",0.441378,0.548278,1,leroi-m,villegas-m,,
li-y--mccarty-t#amr_hai,li-y--mccarty-t,amr_hai,1,li-y,"Li, Yan",0.428594,0.516643,1,li-y,mccarty-t,,
li-y--mccarty-t#amr_hai,li-y--mccarty-t,amr_hai,2,mccarty-t,"McCarty, Todd P",0.445149,0.550876,1,li-y,mccarty-t,,
li-y--munita-j#amr_hai,li-y--munita-j,amr_hai,1,li-y,"Li, Yan",0.428594,0.516643,1,li-y,munita-j,,
