uid,country,iso3,region,n_authors_here,year,primary_domain,is_singapore
doi:10.1099/mgen.0.001745,Malaysia,MYS,Southeast Asia,1,2026,amr_hai,0
doi:10.1099/mgen.0.001745,Viet Nam,VNM,Southeast Asia,1,2026,amr_hai,0
doi:10.1099/mgen.0.001745,Brazil,BRA,Latin America,3,2026,amr_hai,0
doi:10.1099/mgen.0.001745,Italy,ITA,Europe,2,2026,amr_hai,0
doi:10.1099/mgen.0.001745,Australia,AUS,Oceania,2,2026,amr_hai,0
doi:10.1177/20584601261418668,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.1371/journal.ppat.1014287,South Africa,ZAF,Africa,5,2026,vector_borne,0
doi:10.1371/journal.ppat.1014287,France,FRA,Europe,7,2026,vector_borne,0
doi:10.1371/journal.ppat.1014287,United Kingdom,GBR,Europe,3,2026,vector_borne,0
doi:10.1371/journal.ppat.1014287,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1371/journal.pcbi.1014355,Singapore,SGP,Southeast Asia,8,2026,vector_borne,1
doi:10.1371/journal.pcbi.1014355,United States,USA,North America,1,2026,vector_borne,0
doi:10.3389/fcimb.2026.1847443,China,CHN,East Asia,14,2026,tb,0
doi:10.3389/fcimb.2026.1847443,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.3389/fcimb.2026.1847443,Pakistan,PAK,South Asia,3,2026,tb,0
doi:10.3389/fcimb.2026.1847443,Canada,CAN,North America,1,2026,tb,0
doi:10.3390/v18030283,United Kingdom,GBR,Europe,2,2026,sti,0
doi:10.3390/v18030283,Singapore,SGP,Southeast Asia,4,2026,sti,1
doi:10.1039/d6ra04008j,Saudi Arabia,SAU,Middle East,4,2026,other_id,0
doi:10.1039/d6ra04008j,South Africa,ZAF,Africa,1,2026,other_id,0
doi:10.1039/d6ra04008j,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1039/d6ra04008j,China,CHN,East Asia,1,2026,other_id,0
doi:10.1128/mbio.01474-26,Singapore,SGP,Southeast Asia,12,2026,other_id,1
doi:10.1128/mbio.01474-26,Switzerland,CHE,Europe,3,2026,other_id,0
doi:10.1128/mbio.01474-26,United States,USA,North America,5,2026,other_id,0
doi:10.1128/mbio.01474-26,Poland,POL,Europe,1,2026,other_id,0
doi:10.1016/j.jhin.2026.03.037,Australia,AUS,Oceania,9,2026,amr_hai,0
doi:10.1016/j.jhin.2026.03.037,New Zealand,NZL,Oceania,1,2026,amr_hai,0
doi:10.1016/j.jhin.2026.03.037,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1002/jmv.71078,Brazil,BRA,Latin America,19,2026,vector_borne,0
doi:10.1002/jmv.71078,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1186/s13073-026-01670-6,Australia,AUS,Oceania,3,2026,tb,0
doi:10.1186/s13073-026-01670-6,Singapore,SGP,Southeast Asia,20,2026,tb,1
doi:10.1186/s13073-026-01670-6,Viet Nam,VNM,Southeast Asia,4,2026,tb,0
doi:10.1186/s13073-026-01670-6,United Kingdom,GBR,Europe,2,2026,tb,0
doi:10.1186/s13073-026-01670-6,United States,USA,North America,3,2026,tb,0
doi:10.1186/s13073-026-01670-6,Nepal,NPL,South Asia,1,2026,tb,0
doi:10.1016/j.fm.2026.105164,Singapore,SGP,Southeast Asia,8,2026,amr_hai,1
doi:10.1016/j.fm.2026.105164,China,CHN,East Asia,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101874,China,CHN,East Asia,4,2026,sti,0
doi:10.1016/j.lanwpc.2026.101874,United States,USA,North America,2,2026,sti,0
doi:10.1016/j.lanwpc.2026.101874,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1002/jcop.70120,Singapore,SGP,Southeast Asia,8,2026,sti,1
doi:10.1002/jcop.70120,Canada,CAN,North America,1,2026,sti,0
doi:10.1093/cid/ciag347,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1093/cid/ciag347,India,IND,South Asia,1,2026,amr_hai,0
doi:10.1016/j.ijpara.2026.104892,Japan,JPN,East Asia,11,2026,vector_borne,0
doi:10.1016/j.ijpara.2026.104892,Singapore,SGP,Southeast Asia,6,2026,vector_borne,1
doi:10.1016/j.ijpara.2026.104892,France,FRA,Europe,1,2026,vector_borne,0
doi:10.1016/j.ijpara.2026.104892,Thailand,THA,Southeast Asia,6,2026,vector_borne,0
doi:10.1016/j.ijpara.2026.104892,United States,USA,North America,1,2026,vector_borne,0
doi:10.1016/j.ijpara.2026.104892,New Zealand,NZL,Oceania,1,2026,vector_borne,0
doi:10.1016/j.ijid.2026.109084,Brazil,BRA,Latin America,11,2026,vector_borne,0
doi:10.1016/j.ijid.2026.109084,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1186/s12889-026-28672-8,United Kingdom,GBR,Europe,5,2026,other_id,0
doi:10.1186/s12889-026-28672-8,Nepal,NPL,South Asia,2,2026,other_id,0
doi:10.1186/s12889-026-28672-8,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.3389/fpubh.2026.1785244,Singapore,SGP,Southeast Asia,5,2026,rti,1
doi:10.4103/singaporemedj.smj-2026-181,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.4103/singaporemedj.smj-2026-182,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.oret.2026.06.023,United Arab Emirates,ARE,Middle East,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,India,IND,South Asia,3,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Egypt,EGY,Africa,2,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Italy,ITA,Europe,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Australia,AUS,Oceania,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Indonesia,IDN,Southeast Asia,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Netherlands,NLD,Europe,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.1016/j.oret.2026.06.023,United States,USA,North America,4,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Switzerland,CHE,Europe,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Belgium,BEL,Europe,1,2026,tb,0
doi:10.3390/ijms27125573,United Kingdom,GBR,Europe,13,2026,amr_hai,0
doi:10.3390/ijms27125573,Saudi Arabia,SAU,Middle East,1,2026,amr_hai,0
doi:10.3390/ijms27125573,Singapore,SGP,Southeast Asia,7,2026,amr_hai,1
doi:10.1093/jac/dkag263,Australia,AUS,Oceania,4,2026,amr_hai,0
doi:10.1093/jac/dkag263,Singapore,SGP,Southeast Asia,5,2026,amr_hai,1
doi:10.1093/jac/dkag263,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1093/jac/dkag263,Thailand,THA,Southeast Asia,1,2026,amr_hai,0
doi:10.1186/s12889-026-26441-1,China,CHN,East Asia,23,2026,sti,0
doi:10.1186/s12889-026-26441-1,United States,USA,North America,3,2026,sti,0
doi:10.1186/s12889-026-26441-1,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1186/s12889-026-26441-1,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1016/j.urolonc.2026.111091,Singapore,SGP,Southeast Asia,10,2026,tb,1
doi:10.1016/j.urolonc.2026.111091,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1016/j.urolonc.2026.111091,Hong Kong SAR,HKG,East Asia,1,2026,tb,0
doi:10.1007/s11673-026-10573-5,Germany,DEU,Europe,5,2026,rti,0
doi:10.1007/s11673-026-10573-5,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.3390/tropicalmed11070184,Malaysia,MYS,Southeast Asia,8,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,Philippines,PHL,Southeast Asia,1,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,Thailand,THA,Southeast Asia,2,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,Ethiopia,ETH,Africa,1,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1093/aje/kwag024,United States,USA,North America,15,2026,tb,0
doi:10.1093/aje/kwag024,United Kingdom,GBR,Europe,2,2026,tb,0
doi:10.1093/aje/kwag024,Pakistan,PAK,South Asia,4,2026,tb,0
doi:10.1093/aje/kwag024,France,FRA,Europe,4,2026,tb,0
doi:10.1093/aje/kwag024,Italy,ITA,Europe,1,2026,tb,0
doi:10.1093/aje/kwag024,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1093/aje/kwag024,Canada,CAN,North America,1,2026,tb,0
doi:10.1371/journal.pntd.0014222,Taiwan,TWN,East Asia,14,2026,vector_borne,0
doi:10.1371/journal.pntd.0014222,Singapore,SGP,Southeast Asia,7,2026,vector_borne,1
doi:10.3892/br.2026.2154,Thailand,THA,Southeast Asia,15,2026,other_id,0
doi:10.3892/br.2026.2154,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.ajcnut.2026.101488,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.3390/v18050485,United States,USA,North America,4,2026,other_id,0
doi:10.3390/v18050485,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/jpids/piag047,Singapore,SGP,Southeast Asia,37,2026,amr_hai,1
doi:10.1002/advs.75061,China,CHN,East Asia,18,2026,amr_hai,0
doi:10.1002/advs.75061,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1002/advs.75061,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1002/advs.75061,United States,USA,North America,1,2026,amr_hai,0
doi:10.1016/j.xcrm.2026.102714,China,CHN,East Asia,15,2026,amr_hai,0
doi:10.1016/j.xcrm.2026.102714,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.3389/fpubh.2026.1857629,China,CHN,East Asia,12,2026,sti,0
doi:10.3389/fpubh.2026.1857629,United States,USA,North America,1,2026,sti,0
doi:10.3389/fpubh.2026.1857629,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.3389/fpubh.2026.1857629,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1097/md.0000000000047358,Taiwan,TWN,East Asia,10,2026,sti,0
doi:10.1097/md.0000000000047358,Republic of Korea,KOR,East Asia,3,2026,sti,0
doi:10.1097/md.0000000000047358,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1097/md.0000000000047358,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1097/md.0000000000047358,Hong Kong SAR,HKG,East Asia,1,2026,sti,0
doi:10.1016/j.cmi.2026.01.032,Singapore,SGP,Southeast Asia,13,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,Australia,AUS,Oceania,4,2026,amr_hai,0
doi:10.1016/j.lanhl.2026.100870,China,CHN,East Asia,18,2026,rti,0
doi:10.1016/j.lanhl.2026.100870,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1370/afm.250683,Singapore,SGP,Southeast Asia,13,2026,sti,1
doi:10.1016/j.nedt.2026.107368,Singapore,SGP,Southeast Asia,6,2026,rti,1
doi:10.1016/j.nedt.2026.107368,Australia,AUS,Oceania,1,2026,rti,0
doi:10.1007/s40273-026-01609-0,Australia,AUS,Oceania,22,2026,amr_hai,0
doi:10.1007/s40273-026-01609-0,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1371/journal.pcbi.1014313,United Kingdom,GBR,Europe,9,2026,sti,0
doi:10.1371/journal.pcbi.1014313,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1038/s41467-026-71566-x,Australia,AUS,Oceania,12,2026,tb,0
doi:10.1038/s41467-026-71566-x,New Zealand,NZL,Oceania,6,2026,tb,0
doi:10.1038/s41467-026-71566-x,United States,USA,North America,6,2026,tb,0
doi:10.1038/s41467-026-71566-x,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1038/s41467-026-71566-x,Viet Nam,VNM,Southeast Asia,2,2026,tb,0
doi:10.1038/s41467-026-71566-x,United Kingdom,GBR,Europe,3,2026,tb,0
doi:10.1038/s41467-026-71566-x,Nepal,NPL,South Asia,1,2026,tb,0
doi:10.1186/s12879-026-13946-8,Lebanon,LBN,Middle East,11,2026,amr_hai,0
doi:10.1186/s12879-026-13946-8,United States,USA,North America,8,2026,amr_hai,0
doi:10.1186/s12879-026-13946-8,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.64898/2026.07.03.736289,Singapore,SGP,Southeast Asia,9,2026,vector_borne,1
doi:10.64898/2026.07.03.736289,Estonia,EST,Europe,1,2026,vector_borne,0
doi:10.1016/j.pt.2026.06.011,Malaysia,MYS,Southeast Asia,2,2026,vector_borne,0
doi:10.1016/j.pt.2026.06.011,Switzerland,CHE,Europe,1,2026,vector_borne,0
doi:10.1016/j.pt.2026.06.011,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1371/journal.ppat.1013609,United States,USA,North America,14,2026,vector_borne,0
doi:10.1371/journal.ppat.1013609,Singapore,SGP,Southeast Asia,8,2026,vector_borne,1
doi:10.3389/fimmu.2026.1921846,Malaysia,MYS,Southeast Asia,6,2026,rti,0
doi:10.3389/fimmu.2026.1921846,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.2196/87328,Hong Kong SAR,HKG,East Asia,8,2026,rti,0
doi:10.2196/87328,China,CHN,East Asia,2,2026,rti,0
doi:10.2196/87328,United States,USA,North America,2,2026,rti,0
doi:10.2196/87328,Australia,AUS,Oceania,1,2026,rti,0
doi:10.2196/87328,Finland,FIN,Europe,1,2026,rti,0
doi:10.2196/87328,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ebiom.2026.106447,Viet Nam,VNM,Southeast Asia,8,2026,other_id,0
doi:10.1016/j.ebiom.2026.106447,Nepal,NPL,South Asia,4,2026,other_id,0
doi:10.1016/j.ebiom.2026.106447,United Kingdom,GBR,Europe,6,2026,other_id,0
doi:10.1016/j.ebiom.2026.106447,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1371/journal.pone.0351023,Lao PDR,LAO,Southeast Asia,10,2026,vector_borne,0
doi:10.1371/journal.pone.0351023,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1371/journal.pone.0351023,France,FRA,Europe,1,2026,vector_borne,0
doi:10.1016/j.ejmech.2026.119130,Greece,GRC,Europe,7,2026,vector_borne,0
doi:10.1016/j.ejmech.2026.119130,Singapore,SGP,Southeast Asia,4,2026,vector_borne,1
doi:10.1016/j.ejmech.2026.119130,Australia,AUS,Oceania,1,2026,vector_borne,0
doi:10.1002/biof.70105,Portugal,PRT,Europe,13,2026,vector_borne,0
doi:10.1002/biof.70105,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1056/nejmoa2503304,Singapore,SGP,Southeast Asia,24,2026,vector_borne,1
doi:10.1111/jcmm.71353,United Kingdom,GBR,Europe,3,2026,other_id,0
doi:10.1111/jcmm.71353,Singapore,SGP,Southeast Asia,7,2026,other_id,1
doi:10.1111/jcmm.71353,United States,USA,North America,1,2026,other_id,0
doi:10.1007/s10985-026-09690-5,Singapore,SGP,Southeast Asia,3,2026,sti,1
doi:10.1007/s10985-026-09690-5,China,CHN,East Asia,1,2026,sti,0
doi:10.7759/cureus.114118,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1371/journal.pone.0352661,Netherlands,NLD,Europe,3,2026,tb,0
doi:10.1371/journal.pone.0352661,India,IND,South Asia,8,2026,tb,0
doi:10.1371/journal.pone.0352661,Uganda,UGA,Africa,2,2026,tb,0
doi:10.1371/journal.pone.0352661,Germany,DEU,Europe,1,2026,tb,0
doi:10.1371/journal.pone.0352661,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.4103/ijo.ijo_346_26,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.lanwpc.2026.101892,China,CHN,East Asia,14,2026,sti,0
doi:10.1016/j.lanwpc.2026.101892,United States,USA,North America,1,2026,sti,0
doi:10.1016/j.lanwpc.2026.101892,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1016/j.lanwpc.2026.101892,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.2196/82143,Singapore,SGP,Southeast Asia,12,2026,rti,1
doi:10.1017/ice.2026.10530,Singapore,SGP,Southeast Asia,10,2026,amr_hai,1
doi:10.1128/spectrum.01906-25,China,CHN,East Asia,12,2026,amr_hai,0
doi:10.1128/spectrum.01906-25,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1177/09564624261424560,Australia,AUS,Oceania,4,2026,sti,0
doi:10.1177/09564624261424560,Malaysia,MYS,Southeast Asia,2,2026,sti,0
doi:10.1177/09564624261424560,Republic of Korea,KOR,East Asia,1,2026,sti,0
doi:10.1177/09564624261424560,Taiwan,TWN,East Asia,3,2026,sti,0
doi:10.1177/09564624261424560,Thailand,THA,Southeast Asia,1,2026,sti,0
doi:10.1177/09564624261424560,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1177/09564624261424560,Japan,JPN,East Asia,1,2026,sti,0
doi:10.1177/09564624261424560,Viet Nam,VNM,Southeast Asia,1,2026,sti,0
doi:10.1177/09564624261424560,India,IND,South Asia,1,2026,sti,0
doi:10.1002/advs.76769,Singapore,SGP,Southeast Asia,16,2026,vector_borne,1
doi:10.1002/advs.76769,China,CHN,East Asia,9,2026,vector_borne,0
doi:10.1093/cid/ciag361,United States,USA,North America,11,2026,tb,0
doi:10.1093/cid/ciag361,France,FRA,Europe,3,2026,tb,0
doi:10.1093/cid/ciag361,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1093/cid/ciag361,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1093/cid/ciag361,Canada,CAN,North America,1,2026,tb,0
doi:10.1093/cid/ciag361,Peru,PER,Latin America,1,2026,tb,0
doi:10.1093/cid/ciag361,Myanmar,MMR,Southeast Asia,1,2026,tb,0
doi:10.1093/cid/ciag361,Indonesia,IDN,Southeast Asia,1,2026,tb,0
doi:10.1093/cid/ciag361,Pakistan,PAK,South Asia,2,2026,tb,0
doi:10.1093/cid/ciag361,South Africa,ZAF,Africa,1,2026,tb,0
doi:10.1093/cid/ciag361,Ethiopia,ETH,Africa,1,2026,tb,0
doi:10.1016/j.vaccine.2026.129079,United Kingdom,GBR,Europe,2,2026,rti,0
doi:10.1016/j.vaccine.2026.129079,Japan,JPN,East Asia,6,2026,rti,0
doi:10.1016/j.vaccine.2026.129079,Germany,DEU,Europe,3,2026,rti,0
doi:10.1016/j.vaccine.2026.129079,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1186/s12985-026-03231-0,Switzerland,CHE,Europe,17,2026,vector_borne,0
doi:10.1186/s12985-026-03231-0,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.3390/cells15131146,Singapore,SGP,Southeast Asia,20,2026,rti,1
doi:10.1016/j.jare.2026.09.007,China,CHN,East Asia,14,2026,amr_hai,0
doi:10.1016/j.jare.2026.09.007,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.5492/wjccm.v15.i1.110763,Singapore,SGP,Southeast Asia,4,2026,tb,1
doi:10.1038/s41598-026-59102-9,Singapore,SGP,Southeast Asia,4,2026,other_id,1
doi:10.1093/ehjqcco/qcaf145,France,FRA,Europe,9,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Italy,ITA,Europe,3,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Belgium,BEL,Europe,2,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/ehjqcco/qcaf145,Romania,ROU,Europe,1,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Spain,ESP,Europe,1,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,India,IND,South Asia,1,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Portugal,PRT,Europe,1,2026,amr_hai,0
doi:10.1093/ehjqcco/qcaf145,Netherlands,NLD,Europe,1,2026,amr_hai,0
doi:10.1371/journal.pone.0349232,United Kingdom,GBR,Europe,21,2026,rti,0
doi:10.1371/journal.pone.0349232,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1371/journal.pone.0349232,Denmark,DNK,Europe,1,2026,rti,0
doi:10.3390/antibiotics15080715,United States,USA,North America,2,2026,amr_hai,0
doi:10.3390/antibiotics15080715,Spain,ESP,Europe,1,2026,amr_hai,0
doi:10.3390/antibiotics15080715,Austria,AUT,Europe,1,2026,amr_hai,0
doi:10.3390/antibiotics15080715,Germany,DEU,Europe,1,2026,amr_hai,0
doi:10.3390/antibiotics15080715,United Kingdom,GBR,Europe,2,2026,amr_hai,0
doi:10.3390/antibiotics15080715,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.3390/ani16152314,Thailand,THA,Southeast Asia,6,2026,rti,0
doi:10.3390/ani16152314,United States,USA,North America,1,2026,rti,0
doi:10.3390/ani16152314,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.7759/cureus.113372,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1039/d6sc00255b,China,CHN,East Asia,22,2026,amr_hai,0
doi:10.1039/d6sc00255b,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.2196/67870,United Kingdom,GBR,Europe,4,2026,rti,0
doi:10.2196/67870,Cambodia,KHM,Southeast Asia,10,2026,rti,0
doi:10.2196/67870,Singapore,SGP,Southeast Asia,4,2026,rti,1
doi:10.1093/cid/ciaf467,Canada,CAN,North America,2,2026,tb,0
doi:10.1093/cid/ciaf467,United States,USA,North America,9,2026,tb,0
doi:10.1093/cid/ciaf467,Pakistan,PAK,South Asia,1,2026,tb,0
doi:10.1093/cid/ciaf467,Switzerland,CHE,Europe,1,2026,tb,0
doi:10.1093/cid/ciaf467,Haiti,HTI,Latin America,1,2026,tb,0
doi:10.1093/cid/ciaf467,Peru,PER,Latin America,1,2026,tb,0
doi:10.1093/cid/ciaf467,France,FRA,Europe,2,2026,tb,0
doi:10.1093/cid/ciaf467,South Africa,ZAF,Africa,1,2026,tb,0
doi:10.1093/cid/ciaf467,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1093/cid/ciaf467,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1093/cid/ciaf467,Ethiopia,ETH,Africa,1,2026,tb,0
doi:10.1093/cid/ciaf467,Indonesia,IDN,Southeast Asia,1,2026,tb,0
doi:10.1093/cid/ciaf467,Denmark,DNK,Europe,1,2026,tb,0
doi:10.1093/cid/ciaf467,Viet Nam,VNM,Southeast Asia,1,2026,tb,0
doi:10.1016/j.vaccine.2026.128917,Switzerland,CHE,Europe,4,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Panama,PAN,Latin America,3,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Thailand,THA,Southeast Asia,2,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Colombia,COL,Latin America,1,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Philippines,PHL,Southeast Asia,1,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1016/j.vaccine.2026.128917,United States,USA,North America,7,2026,vector_borne,0
doi:10.1038/s41467-026-75954-1,Cambodia,KHM,Southeast Asia,11,2026,rti,0
doi:10.1038/s41467-026-75954-1,France,FRA,Europe,13,2026,rti,0
doi:10.1038/s41467-026-75954-1,Japan,JPN,East Asia,1,2026,rti,0
doi:10.1038/s41467-026-75954-1,Singapore,SGP,Southeast Asia,2,2026,rti,1
doi:10.1038/s41467-026-75954-1,Madagascar,MDG,Africa,3,2026,rti,0
doi:10.1016/j.ijid.2026.109080,Japan,JPN,East Asia,2,2026,rti,0
doi:10.1016/j.ijid.2026.109080,China,CHN,East Asia,5,2026,rti,0
doi:10.1016/j.ijid.2026.109080,Netherlands,NLD,Europe,2,2026,rti,0
doi:10.1016/j.ijid.2026.109080,New Zealand,NZL,Oceania,2,2026,rti,0
doi:10.1016/j.ijid.2026.109080,Australia,AUS,Oceania,6,2026,rti,0
doi:10.1016/j.ijid.2026.109080,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ijid.2026.109080,United Kingdom,GBR,Europe,2,2026,rti,0
doi:10.1097/jnr.0000000000000757,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1097/jnr.0000000000000757,Taiwan,TWN,East Asia,7,2026,rti,0
doi:10.1177/09564624261440693,Singapore,SGP,Southeast Asia,4,2026,sti,1
doi:10.1371/journal.pone.0351209,United States,USA,North America,5,2026,rti,0
doi:10.1111/imcb.70135,United States,USA,North America,5,2026,other_id,0
doi:10.1111/imcb.70135,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,Singapore,SGP,Southeast Asia,15,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,Republic of Korea,KOR,East Asia,7,2026,other_id,0
doi:10.1016/j.immuni.2026.07.006,Germany,DEU,Europe,6,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,Australia,AUS,Oceania,7,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,Portugal,PRT,Europe,1,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,France,FRA,Europe,1,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,China,CHN,East Asia,1,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.4269/ajtmh.25-0311,Canada,CAN,North America,1,2026,vector_borne,0
doi:10.4269/ajtmh.25-0311,United States,USA,North America,1,2026,vector_borne,0
doi:10.4269/ajtmh.25-0311,United Kingdom,GBR,Europe,4,2026,vector_borne,0
doi:10.4269/ajtmh.25-0311,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.4269/ajtmh.25-0311,Switzerland,CHE,Europe,1,2026,vector_borne,0
doi:10.1097/qai.0000000000003852,Switzerland,CHE,Europe,2,2026,sti,0
doi:10.1097/qai.0000000000003852,Australia,AUS,Oceania,9,2026,sti,0
doi:10.1097/qai.0000000000003852,Thailand,THA,Southeast Asia,4,2026,sti,0
doi:10.1097/qai.0000000000003852,Viet Nam,VNM,Southeast Asia,1,2026,sti,0
doi:10.1097/qai.0000000000003852,China,CHN,East Asia,2,2026,sti,0
doi:10.1038/s44321-026-00502-9,China,CHN,East Asia,18,2026,other_id,0
doi:10.1038/s44321-026-00502-9,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.lanwpc.2026.101917,Singapore,SGP,Southeast Asia,10,2026,amr_hai,1
doi:10.1016/j.lanwpc.2026.101917,Spain,ESP,Europe,2,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,Philippines,PHL,Southeast Asia,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,United States,USA,North America,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,Australia,AUS,Oceania,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,South Africa,ZAF,Africa,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,United Kingdom,GBR,Europe,2,2026,amr_hai,0
