uid,pmid,pmc,doi,url,title,journal,journal_abbrev,year,pub_date,language,article_types,n_authors,n_institutions,n_countries,primary_domain,primary_domain_label,domains,is_multi_domain,primary_subdomain,subdomains,research_types,n_research_types,singapore_led,is_international,first_author,last_author,first_author_country,last_author_country,sg_institutions,countries,institutions,topic_id,topic_label,topic_terms,topic_map_x,topic_map_y,screening_decision,screening_decided_by,screening_rules,screening_flags,sources,query_ids,needs_manual_metadata
doi:10.1016/j.ajic.2025.10.025,41183730,,10.1016/j.ajic.2025.10.025,https://pubmed.ncbi.nlm.nih.gov/41183730/,Comparative analysis of 30-day and 1-year mortality in carbapenem-resistant versus non-carbapenem-resistant Enterobacterales bacteremia.,American journal of infection control,Am J Infect Control,2025,2025-11-01,eng,Journal Article|Comparative Study,11,1,1,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Bacteremia,Treatment,1,1,0,"Foo, Mabel Zhi Qi","Venkatachalam, Indumathi",Singapore,Singapore,Singapore General Hospital,Singapore,Singapore General Hospital,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.370014,0.727523,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.1002/jia2.70052,41152202,PMC12568376,10.1002/jia2.70052,https://pubmed.ncbi.nlm.nih.gov/41152202/,Cognitive and mental health significantly contribute to disability in people ageing with HIV in Asia: an observational case-control study.,Journal of the International AIDS Society,J Int AIDS Soc,2025,2025-Nov-01,eng,Journal Article|Observational Study,13,4,5,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections,Clinical studies|Surveillance and epidemiology,2,0,1,"Lui, Grace","Rajasuriar, Reena",Hong Kong SAR,Malaysia,National Centre for Infectious Diseases,China|Hong Kong SAR|Malaysia|Singapore|Taiwan,National Centre for Infectious Diseases|National University Hospital|University of Hong Kong|University of Malaya,sti_t2,"vaccines, health, program, national","vaccines, health, program, national, papillomavirus, vaccination, human, per",0.524639,0.656662,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_sti_4,0
doi:10.1038/s41467-025-66411-6,41274877,PMC12727700,10.1038/s41467-025-66411-6,https://pubmed.ncbi.nlm.nih.gov/41274877/,Climate variation and serotype competition drive dengue outbreak dynamics in Singapore.,Nature communications,Nat Commun,2025,2025-11-22,eng,Journal Article,6,5,3,vector_borne,Vector-borne diseases,vector_borne,0,Dengue,Dengue|Aedes|Dengue Virus|Wolbachia,Entomology|Surveillance and epidemiology|Outbreak management,3,1,1,"Finch, Emilie","Lowe, Rachel",United Kingdom,Singapore,Nanyang Technological University|National Environment Agency|National University of Singapore,Singapore|Spain|United Kingdom,London School of Hygiene & Tropical Medicine|Nanyang Technological University|National Environment Agency|National University of Singapore|University of Cambridge,vector_borne_t2,"surveillance, including, diversity, health","surveillance, including, diversity, health, capacity, research, evidence, integrated",0.643518,0.209956,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1016/j.arbres.2025.09.017,41176422,,10.1016/j.arbres.2025.09.017,https://pubmed.ncbi.nlm.nih.gov/41176422/,Charting the Course in Post-Tuberculosis Lung Disease: From Inflammation to Intervention.,Archivos de bronconeumologia,Arch Bronconeumol,2025,2025-10-04,eng,Journal Article|Review,6,2,3,tb,Tuberculosis,tb,0,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",,0,1,1,"Thu, Win Pa Pa","Migliori, Giovanni Battista",Singapore,Italy,National University Hospital|National University of Singapore,Italy|Singapore|Switzerland,National University Hospital|National University of Singapore,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.616989,0.611156,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1038/s41591-025-04041-7,41188524,PMC12823427,10.1038/s41591-025-04041-7,https://pubmed.ncbi.nlm.nih.gov/41188524/,"Cabotegravir and rilpivirine for treatment of HIV infection in Africa: week 96 results from the phase 3b randomized, open-label, noninferiority CARES trial.",Nature medicine,Nat Med,2025,2025-11-04,eng,"Journal Article|Clinical Trial, Phase III|Randomized Controlled Trial|Multicenter Study|Research Support, Non-U.S. Gov't|Research Support, N.I.H., Extramural",21,2,7,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|Anti-HIV Agents|Viral Load|HIV-1,Treatment|Virology,2,0,1,"Kityo, Cissy",,Uganda,,National University of Singapore,Belgium|Ghana|Kenya|Singapore|South Africa|Uganda|United Kingdom,London School of Hygiene & Tropical Medicine|National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.739193,0.644823,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_sti_4,0
doi:10.7759/cureus.100362,41613699,PMC12851828,10.7759/cureus.100362,https://pubmed.ncbi.nlm.nih.gov/41613699/,Beyond Malignancy and Reflux: Laryngeal Tuberculosis Diagnosed in a Patient Presenting With Chronic Dysphonia.,Cureus,Cureus,2025,2025-12-29,eng,Case Reports|Journal Article,3,1,1,tb,Tuberculosis,tb,0,Other/unspecified,,Case study,1,1,0,"Ong, How Ting","Gan, Jereme Y",Singapore,Singapore,Tan Tock Seng Hospital,Singapore,Tan Tock Seng Hospital,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.079528,0.666631,include,mechanical,INC-GEO-01,,pubmed,geo_tb_1,0
doi:10.1016/s2213-2600(25)00194-8,40683298,PMC13508822,10.1016/s2213-2600(25)00194-8,https://pubmed.ncbi.nlm.nih.gov/40683298/,"Bedaquiline, delamanid, linezolid, and clofazimine for rifampicin-resistant and fluoroquinolone-resistant tuberculosis (endTB-Q): an open-label, multicentre, stratified, non-inferiority, randomised, controlled, phase 3 trial.",The Lancet. Respiratory medicine,Lancet Respir Med,2025,2025-07-16,eng,"Clinical Trial, Phase III|Equivalence Trial|Journal Article|Multicenter Study|Randomized Controlled Trial",49,1,14,tb,Tuberculosis,tb|amr_hai,1,Antitubercular Agents,"Antitubercular Agents|Tuberculosis, Pulmonary|Rifampin|Tuberculosis, Multidrug-Resistant|Diarylquinolines|Drug Therapy, Combination|Nitroimidazoles",Treatment,1,0,1,"Guglielmetti, Lorenzo",,France,,,Belgium|Canada|France|Germany|India|Italy|Pakistan|Peru|Singapore|South Africa|Switzerland|United Kingdom|United States|Viet Nam,Harvard University,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.635823,0.39156,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_4,0
doi:10.3389/fmicb.2025.1711400,41459205,PMC12741851,10.3389/fmicb.2025.1711400,https://pubmed.ncbi.nlm.nih.gov/41459205/,"Antibiotic Resistance in the Philippines: Environmental Reservoirs, Spillovers, and One-Health Research Gaps.",Frontiers in microbiology,Front Microbiol,2025,2025-12-12,eng,Journal Article|Review,5,1,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Genomics|Surveillance and epidemiology,2,0,1,"Ng, Charmaine","Tan, Boonfei",Philippines,Philippines,Environmental Health Institute,Philippines|Singapore,Environmental Health Institute,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.914653,0.575535,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.1073/pnas.2502522122,41439713,PMC12768462,10.1073/pnas.2502522122,https://pubmed.ncbi.nlm.nih.gov/41439713/,An ultrapotent human antibody neutralizes all maturation states of Zika virus.,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2025,2025-12-24,eng,Journal Article,11,1,1,vector_borne,Vector-borne diseases,vector_borne,0,Zika Virus,Zika Virus|Zika Virus Infection,Immunology|Virology,2,1,0,"Shu, Bo","Lok, Shee-Mei",Singapore,Singapore,National University of Singapore,Singapore,National University of Singapore,vector_borne_t1,"infection, fever, although, male","infection, fever, although, male, aged, adult, yellow, zikv",0.080654,0.491531,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1021/acs.analchem.5c05609,41235875,,10.1021/acs.analchem.5c05609,https://pubmed.ncbi.nlm.nih.gov/41235875/,Aggregation-State Engineered Melamine-Carbon Dots: Ultrasensitive Ethanol Quantification for Diagnosing and Classifying of Auto-Brewery Syndrome.,Analytical chemistry,Anal Chem,2025,2025-11-14,eng,"Journal Article|Research Support, Non-U.S. Gov't",8,1,2,amr_hai,AMR and healthcare-associated infections,amr_hai|tb,1,Klebsiella pneumoniae,Klebsiella pneumoniae,Modelling,1,1,1,"Wang, Shouming","Liu, Xue",China,China,Nanyang Technological University,China|Singapore,Nanyang Technological University,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.771772,0.163025,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.3390/pathogens14080741,40872251,PMC12388923,10.3390/pathogens14080741,https://pubmed.ncbi.nlm.nih.gov/40872251/,"Advancing Extrapulmonary Tuberculosis Diagnosis: Potential of MPT64 Immunochemistry-Based Antigen Detection Test in a High-TB, Low-HIV Endemic Setting.","Pathogens (Basel, Switzerland)",Pathogens,2025,2025-07-28,eng,Journal Article,5,0,3,tb,Tuberculosis,tb|sti,1,Mycobacterium tuberculosis,Mycobacterium tuberculosis|Tuberculosis|Sensitivity and Specificity,Detection,1,0,1,"Wali, Ahmad","Mustafa, Tehmina",Norway,Norway,,Norway|Pakistan|Singapore,,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.090943,0.76393,include,mechanical,INC-GEO-01,,pubmed,geo_tb_1,0
doi:10.1186/s12916-025-03941-2,40155909,PMC11951538,10.1186/s12916-025-03941-2,https://pubmed.ncbi.nlm.nih.gov/40155909/,Adjacent spillover efficacy of Wolbachia for control of dengue: emulation of a cluster randomised target trial.,BMC medicine,BMC Med,2025,2025-03-28,eng,Journal Article|Randomized Controlled Trial,18,3,1,vector_borne,Vector-borne diseases,vector_borne,0,Dengue,"Dengue|Aedes|Mosquito Vectors|Wolbachia|Mosquito Control|Pest Control, Biological",Entomology,1,1,0,"Lim, Jue Tao","Ng, Lee Ching",Singapore,Singapore,Environmental Health Institute|Nanyang Technological University|National University of Singapore,Singapore,Environmental Health Institute|Nanyang Technological University|National University of Singapore,vector_borne_t4,"vectors, wolbachia, mosquito, aedes","vectors, wolbachia, mosquito, aedes, aegypti, mosquitoes, intervention, field",0.961022,0.27767,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1101/2025.10.26.684512,41280111,PMC12633243,10.1101/2025.10.26.684512,https://pubmed.ncbi.nlm.nih.gov/41280111/,A bioluminescence-based chemical screen identifies a bactericidal naphthalene scaffold targeting MmpL3 in.,bioRxiv : the preprint server for biology,bioRxiv,2025,2025-10-26,eng,Journal Article|Preprint,15,4,4,other_id,Other infectious disease,other_id,0,Other/unspecified,,,0,1,1,"Singh, Samsher","Pethe, Kevin",Singapore,Singapore,A*STAR Infectious Diseases Labs|Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore,France|Singapore|Switzerland|United States,A*STAR Infectious Diseases Labs|Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore,other_id_t1,"cell, cells, vitro, reduced","cell, cells, vitro, reduced, promising, infection, demonstrate, therapeutic",0.588659,0.540929,include,agent,INC-TOP-02,,pubmed,geo_tb_1,0
doi:10.1002/pro.5142,39194132,PMC11350591,10.1002/pro.5142,https://pubmed.ncbi.nlm.nih.gov/39194132/,Zika virus capsid protein closed structure modulates binding to host lipid systems.,Protein science : a publication of the Protein Society,Protein Sci,2024,2024-Sep-01,eng,"Journal Article|Research Support, Non-U.S. Gov't",10,1,2,vector_borne,Vector-borne diseases,vector_borne,0,Zika Virus,Zika Virus,Basic research|Virology,2,0,1,"Martins, Ana S","Martins, Ivo C",Portugal,Portugal,Bioinformatics Institute,Portugal|Singapore,Bioinformatics Institute,vector_borne_t2,"surveillance, including, diversity, health","surveillance, including, diversity, health, capacity, research, evidence, integrated",0.13798,0.233391,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1186/s12915-024-02070-1,39574078,PMC11580355,10.1186/s12915-024-02070-1,https://pubmed.ncbi.nlm.nih.gov/39574078/,Wolbachia incompatible insect technique program optimization over large spatial scales using a process-based model of mosquito metapopulation dynamics.,BMC biology,BMC Biol,2024,2024-11-21,eng,Journal Article,5,2,1,vector_borne,Vector-borne diseases,vector_borne,0,Aedes,"Aedes|Mosquito Vectors|Wolbachia|Mosquito Control|Pest Control, Biological",Entomology|Modelling,2,1,0,"Lim, Preston Lj","Lim, Jue Tao",Singapore,Singapore,Nanyang Technological University|National University of Singapore,Singapore,Nanyang Technological University|National University of Singapore,vector_borne_t4,"vectors, wolbachia, mosquito, aedes","vectors, wolbachia, mosquito, aedes, aegypti, mosquitoes, intervention, field",0.936035,0.167187,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1183/16000617.0208-2023,38719737,PMC11078153,10.1183/16000617.0208-2023,https://pubmed.ncbi.nlm.nih.gov/38719737/,"Subclinical tuberculosis: a meta-analysis of prevalence and scoping review of definitions, prevalence and clinical characteristics.",European respiratory review : an official journal of the European Respiratory Society,Eur Respir Rev,2024,2024-05-08,eng,Journal Article|Meta-Analysis|Scoping Review,3,1,2,tb,Tuberculosis,tb,0,Antitubercular Agents,"Antitubercular Agents|Tuberculosis, Pulmonary",Surveillance and epidemiology,1,1,1,"Teo, Alvin Kuo Jing","Fox, Greg J",Australia,Australia,National University of Singapore,Australia|Singapore,National University of Singapore,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.285352,0.554057,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1016/j.ijid.2024.107768,39725208,,10.1016/j.ijid.2024.107768,https://pubmed.ncbi.nlm.nih.gov/39725208/,Subclinical disease among people with culture-confirmed pulmonary tuberculosis in Singapore - a retrospective study.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Int J Infect Dis,2024,2024-12-24,eng,Journal Article,5,3,1,tb,Tuberculosis,tb,0,Mycobacterium tuberculosis,"Mycobacterium tuberculosis|Tuberculosis, Pulmonary",Surveillance and epidemiology,1,1,0,"Chew, Yi Rong","Ng, Deborah Hee Ling",Singapore,Singapore,Nanyang Technological University|National Centre for Infectious Diseases|Tan Tock Seng Hospital,Singapore,Nanyang Technological University|National Centre for Infectious Diseases|Tan Tock Seng Hospital,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.337496,0.565323,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1038/s41467-024-48077-8,38724531,PMC11082252,10.1038/s41467-024-48077-8,https://pubmed.ncbi.nlm.nih.gov/38724531/,"Sputum culture reversion in longer treatments with bedaquiline, delamanid, and repurposed drugs for drug-resistant tuberculosis.",Nature communications,Nat Commun,2024,2024-05-09,eng,"Journal Article|Research Support, Non-U.S. Gov't|Observational Study|Research Support, N.I.H., Extramural|Multicenter Study",24,2,10,tb,Tuberculosis,tb|amr_hai,1,Antitubercular Agents,"Antitubercular Agents|Mycobacterium tuberculosis|Tuberculosis, Multidrug-Resistant|Diarylquinolines|Nitroimidazoles",,0,0,1,"Kho, Sooyeon","Franke, Molly",United States,United States,,Bangladesh|Ethiopia|France|Haiti|Myanmar|Pakistan|Peru|Singapore|United Kingdom|United States,Harvard University|London School of Hygiene & Tropical Medicine,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.499031,0.21945,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_4,0
doi:10.47102/annals-acadmedsg.2023391,38920244,,10.47102/annals-acadmedsg.2023391,https://pubmed.ncbi.nlm.nih.gov/38920244/,Singapore tuberculosis (TB) clinical management guidelines 2024: A modified Delphi adaptation of international guidelines for drug-susceptible TB infection and pulmonary disease.,"Annals of the Academy of Medicine, Singapore",Ann Acad Med Singap,2024,2024-03-27,eng,Journal Article|Practice Guideline|Review,29,8,1,tb,Tuberculosis,tb,0,Antitubercular Agents,"Antitubercular Agents|Tuberculosis|Tuberculosis, Pulmonary",Disease management|Treatment,2,1,0,"Ang, Michelle Lay Teng","Yang, Qian",Singapore,Singapore,Changi General Hospital|KK Women's and Children's Hospital|National Centre for Infectious Diseases|National University Hospital|National University of Singapore|SingHealth|Singapore General Hospital|Tan Tock Seng Hospital,Singapore,Changi General Hospital|KK Women's and Children's Hospital|National Centre for Infectious Diseases|National University Hospital|National University of Singapore|SingHealth|Singapore General Hospital|Tan Tock Seng Hospital,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.596131,0.503234,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
