uid,author_key,author_name,position,is_first,is_last,institution,country,sector,n_affiliations,year,primary_domain
doi:10.25259/ijpc_285_2025,pruthi-m,"Pruthi, Megha",4,0,0,,India,,1,2026,rti
doi:10.25259/ijpc_285_2025,kaur-h,"Kaur, Harpreet",5,0,0,,Singapore,,1,2026,rti
doi:10.25259/ijpc_285_2025,kumari-k,"Kumari, Kamlesh",6,0,0,,India,,1,2026,rti
doi:10.25259/ijpc_285_2025,chaturvedi-h,"Chaturvedi, Harit",7,0,0,,India,,1,2026,rti
doi:10.25259/ijpc_285_2025,rabow-m,"Rabow, Michael",8,0,0,,United States,,1,2026,rti
doi:10.25259/ijpc_285_2025,velu-u,"Velu, Umesh",9,0,0,,India,,1,2026,rti
doi:10.25259/ijpc_285_2025,sunilkumar-m,"Sunilkumar, M M",10,0,1,World Health Organization,India,government,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,tay-c,"Tay, Carina J X",1,1,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,koh-c,"Koh, Clara W T",2,0,0,Duke-NUS Medical School,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,ooi-j,"Ooi, Justin S G",3,0,0,Duke-NUS Medical School,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,li-h,"Li, Hui' En",4,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,kang-a,"Kang, Alicia Y H",5,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,roslan-s,"Roslan, Siti Namirah Binte",6,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,osman-n,"Osman, Nurul Elyana",7,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,ong-s,"Ong, Sze Min",8,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,ooi-d,"Ooi, Delicia S Q",9,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,tham-e,"Tham, Elizabeth Huiwen",10,0,0,National University Hospital,Singapore,hospital,2,2026,rti
doi:10.1016/j.vaccine.2026.128983,shek-l,"Shek, Lynette P",11,0,0,National University Hospital,Singapore,hospital,2,2026,rti
doi:10.1016/j.vaccine.2026.128983,chan-k,"Chan, Kuan Rong",12,0,0,Duke-NUS Medical School,Singapore,university,1,2026,rti
doi:10.1016/j.vaccine.2026.128983,zhong-y,"Zhong, Youjia",13,0,1,Duke-NUS Medical School,Singapore,hospital,3,2026,rti
doi:10.1016/j.eclinm.2026.103871,subissi-l,"Subissi, Lorenzo",1,1,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,otieno-j,"Otieno, James R",2,0,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,ruis-c,"Ruis, Christopher",3,0,0,University of Cambridge,United Kingdom,university,3,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,rabe-i,"Rabe, Ingrid",4,0,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,agrawal-a,"Agrawal, Anurag",5,0,0,,India,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,aburaddad-l,"Abu-Raddad, Laith Jamal",6,0,0,,Qatar,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,azhar-e,"Azhar, Esam I",7,0,0,,Saudi Arabia,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,beer-m,"Beer, Martin",8,0,0,,Germany,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,bezerra-h,"Bezerra, Haroldo",9,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,caly-l,"Caly, Leon",10,0,0,,Australia,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,chand-m,"Chand, Meera",11,0,0,UK Health Security Agency,United Kingdom,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,companioni-a,"Companioni, Ariamys",12,0,0,,Cuba,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,deoliveira-t,"de Oliveira, Tulio",13,0,0,,South Africa,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,dietrich-i,"Dietrich, Isabelle",14,0,0,,United Kingdom,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,drosten-c,"Drosten, Christian",15,0,0,,Germany,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,duran-p,"Duran, Pablo",16,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,faria-n,"Faria, Nuno R",17,0,0,Imperial College London,Brazil,university,2,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,fowotade-a,"Fowotade, Adeola",18,0,0,,Nigeria,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,gresh-l,"Gresh, Lionel",19,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,huang-b,"Huang, Baoying",20,0,0,,China,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,kindrachuk-j,"Kindrachuk, Jason",21,0,0,,Canada,,2,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,koopmans-m,"Koopmans, Marion P G",22,0,0,,Netherlands,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,korber-b,"Korber, Bette",23,0,0,,United States,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,leo-y,"Leo, Yee-Sin",24,0,0,Nanyang Technological University,Singapore,hospital,2,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,mbalakingebeni-p,"Mbala-Kingebeni, Placide",25,0,0,,Democratic Republic of the Congo,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,mcmenamin-m,"McMenamin, Martina",26,0,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,melhem-n,"Melhem, Nada M",27,0,0,,Lebanon,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,munster-v,"Munster, Vincent J",28,0,0,National Institutes of Health,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,nunes-b,"Nunes, Bruno T D",29,0,0,,Brazil,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,oudemunnink-b,"Oude Munnink, Bas B",30,0,0,,Netherlands,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,naveca-f,"Naveca, Felipe G",31,0,0,,Brazil,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,peiris-m,"Peiris, Malik",32,0,0,University of Hong Kong,China,university,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,palacios-g,"Palacios, Gustavo",33,0,0,,United States,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,resende-p,"Resende, Paola",34,0,0,,Brazil,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,rodriguez-a,"Rodriguez, Angel",35,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,saha-s,"Saha, Senjuti",36,0,0,,Bangladesh,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,suzuki-t,"Suzuki, Tadaki",37,0,0,,Japan,,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,vicari-a,"Vicari, Andrea",38,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,vongottberg-a,"von Gottberg, Anne",39,0,0,,South Africa,,2,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,yadav-p,"Yadav, Pragya",40,0,0,,India,,2,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,mendezrico-j,"Mendez-Rico, Jairo",41,0,0,World Health Organization,United States,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,vankerkhove-m,"Van Kerkhove, Maria D",42,0,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1016/j.eclinm.2026.103871,rojas-d,"Rojas, Diana P",43,0,1,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1097/qai.0000000000003874,hertz-j,"Hertz, Julian T",1,1,0,,,,2,2026,sti
doi:10.1097/qai.0000000000003874,rahim-f,"Rahim, Faraan",2,0,0,Harvard University,United States,university,1,2026,sti
doi:10.1097/qai.0000000000003874,wang-c,"Wang, Claire",3,0,0,,,,1,2026,sti
doi:10.1097/qai.0000000000003874,vaidyanathan-a,"Vaidyanathan, Arthi",4,0,0,,,,1,2026,sti
doi:10.1097/qai.0000000000003874,wanda-l,"Wanda, Lisa",5,0,0,,Tanzania,,1,2026,sti
doi:10.1097/qai.0000000000003874,sakita-f,"Sakita, Francis M",6,0,0,,Tanzania,,2,2026,sti
doi:10.1097/qai.0000000000003874,mmbaga-b,"Mmbaga, Blandina T",7,0,0,,Tanzania,,2,2026,sti
doi:10.1097/qai.0000000000003874,kweka-g,"Kweka, Godfrey L",8,0,0,,Tanzania,,1,2026,sti
doi:10.1097/qai.0000000000003874,mlangi-j,"Mlangi, Jerome J",9,0,0,,Tanzania,,1,2026,sti
doi:10.1097/qai.0000000000003874,zebedayo-r,"Zebedayo, Rennyda",10,0,0,,Tanzania,,1,2026,sti
doi:10.1097/qai.0000000000003874,gwasma-f,"Gwasma, Francis",11,0,0,,Tanzania,,1,2026,sti
doi:10.1097/qai.0000000000003874,prakash-t,"Prakash, Tarun",12,0,0,,,,1,2026,sti
doi:10.1097/qai.0000000000003874,jafar-t,"Jafar, Tazeen H",13,0,0,Duke-NUS Medical School,Singapore,university,1,2026,sti
doi:10.1097/qai.0000000000003874,bosworth-h,"Bosworth, Hayden B",14,0,0,,,,2,2026,sti
doi:10.1097/qai.0000000000003874,thielman-n,"Thielman, Nathan M",15,0,0,,,,3,2026,sti
doi:10.1097/qai.0000000000003874,manavalan-p,"Manavalan, Preeti",16,0,1,,,,1,2026,sti
doi:10.1016/j.jconrel.2026.115136,le-d,"Le, Dao Thi Hong",1,1,0,"Agency for Science, Technology and Research",Singapore,research_institute,2,2026,rti
doi:10.1016/j.jconrel.2026.115136,yang-c,"Yang, Chuan",2,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,zhang-y,"Zhang, Yue",3,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,zhao-g,"Zhao, Gui",4,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,seow-b,"Seow, Brandon Yi Loong",5,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,zhao-x,"Zhao, Xinxin",6,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,balakrishnan-n,"Balakrishnan, Nithiyaa",7,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,bae-k,"Bae, Ki Hyun",8,0,0,"Agency for Science, Technology and Research",Singapore,research_institute,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,hui-j,"Hui, James H P",9,0,0,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1016/j.jconrel.2026.115136,yang-y,"Yang, Yi Yan",10,0,1,"Agency for Science, Technology and Research",Singapore,research_institute,2,2026,rti
doi:10.1016/j.mimet.2026.107668,houdkova-m,"Houdkova, Marketa",1,1,0,,Czechia,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,chaure-a,"Chaure, Aishwarya",2,0,0,,Czechia,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,rezek-j,"Rezek, Jan",3,0,0,,Czechia,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,leongskornickova-j,"Leong-Skornickova, Jana",4,0,0,,Singapore,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,bucar-f,"Bucar, Franz",5,0,0,,Austria,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,tulin-e,"Tulin, Edgardo E",6,0,0,,Philippines,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,soudek-p,"Soudek, Petr",7,0,0,,Czechia,,1,2026,rti
doi:10.1016/j.mimet.2026.107668,kokoska-l,"Kokoska, Ladislav",8,0,1,,Czechia,,1,2026,rti
doi:10.1128/jvi.00540-26,zhang-y,"Zhang, Yueying",1,1,0,,Japan,,2,2026,rti
doi:10.1128/jvi.00540-26,fujita-s,"Fujita, Shigeru",2,0,0,,Japan,,2,2026,rti
doi:10.1128/jvi.00540-26,kajihara-m,"Kajihara, Masahiro",3,0,0,,Japan,,3,2026,rti
doi:10.1128/jvi.00540-26,changula-k,"Changula, Katendi",4,0,0,,Zambia,,1,2026,rti
doi:10.1128/jvi.00540-26,hangombe-b,"Hang'ombe, Bernard Mudenda",5,0,0,,Zambia,,3,2026,rti
doi:10.1128/jvi.00540-26,kawakubo-s,"Kawakubo, Shusuke",6,0,0,,Japan,,1,2026,rti
doi:10.1128/jvi.00540-26,lytras-s,"Lytras, Spyros",7,0,0,,Japan,,1,2026,rti
doi:10.1128/jvi.00540-26,ito-j,"Ito, Jumpei",8,0,0,,Japan,,1,2026,rti
doi:10.1128/jvi.00540-26,kanai-a,"Kanai, Akinori",9,0,0,,Japan,,1,2026,rti
doi:10.1128/jvi.00540-26,suzuki-y,"Suzuki, Yutaka",10,0,0,,Japan,,1,2026,rti
doi:10.1128/jvi.00540-26,takada-a,"Takada, Ayato",11,0,0,,Japan,,4,2026,rti
doi:10.1128/jvi.00540-26,sato-k,"Sato, Kei",12,0,1,Duke-NUS Medical School,Japan,university,6,2026,rti
doi:10.1016/j.jinf.2026.106765,spruijtenburg-b,"Spruijtenburg, Bram",1,1,0,,Netherlands,,4,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,marek-a,"Marek, Aleksandra",2,0,0,,United Kingdom,,3,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,meis-j,"Meis, Jacques F",3,0,0,,Germany,,4,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,chowdhary-a,"Chowdhary, Anuradha",4,0,0,,India,,3,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,verweij-p,"Verweij, Paul E",5,0,0,,Netherlands,,2,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,voss-a,"Voss, Andreas",6,0,0,,Netherlands,,2,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,bagrade-l,"Bagrade, Linda",7,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,kiernan-m,"Kiernan, Martin",8,0,0,,Australia,,3,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,marimuthu-k,"Marimuthu, Kalisvar",9,0,0,National Centre for Infectious Diseases,Singapore,hospital,4,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,severin-j,"Severin, Juliëtte A",10,0,0,,Netherlands,,2,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,bal-a,"Bal, Abhijit M",11,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.1016/j.jinf.2026.106765,meijer-e,"Meijer, Eelco F J",12,0,1,,Netherlands,,4,2026,amr_hai
doi:10.3389/fpubh.2026.1838184,bolding-a,"Bolding, Ashley",1,1,0,,United States,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,argimon-s,"Argimón, Silvia",2,0,0,World Health Organization,Germany,government,1,2026,rti
doi:10.3389/fpubh.2026.1838184,whistler-t,"Whistler, Toni",3,0,0,,United States,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,kele-b,"Kele, Beatrix",4,0,0,,United Kingdom,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,marklewitz-m,"Marklewitz, Marco",5,0,0,,Switzerland,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,jaguparov-a,"Jaguparov, Alexandr",6,0,0,World Health Organization,Denmark,government,1,2026,rti
doi:10.3389/fpubh.2026.1838184,musul-b,"Musul, Biran",7,0,0,World Health Organization,Türkiye,government,1,2026,rti
doi:10.3389/fpubh.2026.1838184,suresh-a,"Suresh, Anita",8,0,0,,Singapore,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,uplekar-s,"Uplekar, Swapna",9,0,0,,Switzerland,,1,2026,rti
doi:10.3389/fpubh.2026.1838184,legarrec-j,"Le Garrec, Joanna Salvi",10,0,0,World Health Organization,Denmark,government,1,2026,rti
doi:10.3389/fpubh.2026.1838184,campos-j,"Campos, Josefina",11,0,0,World Health Organization,Germany,government,1,2026,rti
doi:10.3389/fpubh.2026.1838184,akande-o,"Akande, Oluwatosin Wuraola",12,0,1,World Health Organization,Switzerland,government,1,2026,rti
doi:10.1007/s13555-026-01809-8,wang-g,"Wang, Gang",1,1,0,,China,,1,2026,tb
doi:10.1007/s13555-026-01809-8,youn-s,"Youn, Sang Woong",2,0,0,,Republic of Korea,,1,2026,tb
doi:10.1007/s13555-026-01809-8,chang-c,"Chang, Chia-Ling",3,0,0,,Singapore,,1,2026,tb
doi:10.1007/s13555-026-01809-8,saeki-h,"Saeki, Hidehisa",4,0,1,,Japan,,1,2026,tb
doi:10.1016/j.pedneo.2026.04.010,tong-w,"Tong, W Y",1,1,0,Duke-NUS Medical School,Singapore,hospital,2,2026,rti
doi:10.1016/j.pedneo.2026.04.010,low-j,"Low, J M",2,0,0,National University Hospital,Singapore,hospital,2,2026,rti
doi:10.1016/j.pedneo.2026.04.010,ngeow-a,"Ngeow, A",3,0,0,Duke-NUS Medical School,Singapore,hospital,2,2026,rti
doi:10.1016/j.pedneo.2026.04.010,lim-a,"Lim, A",4,0,0,Duke-NUS Medical School,Singapore,hospital,2,2026,rti
doi:10.1016/j.pedneo.2026.04.010,sultana-r,"Sultana, R",5,0,0,Duke-NUS Medical School,Singapore,university,1,2026,rti
doi:10.1016/j.pedneo.2026.04.010,yeo-k,"Yeo, K T",6,0,1,Duke-NUS Medical School,Singapore,hospital,2,2026,rti
doi:10.1371/journal.pntd.0014318,blacksell-s,"Blacksell, Stuart D",1,1,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,robinson-m,"Robinson, Matthew T",2,0,0,University of Oxford,United Kingdom,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,saraswati-k,"Saraswati, Kartika",3,0,0,Mahidol University,Singapore,university,3,2026,vector_borne
doi:10.1371/journal.pntd.0014318,perrone-c,"Perrone, Carlo",4,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,batty-e,"Batty, Elizabeth M",5,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,wongsantichon-j,"Wongsantichon, Jantana",6,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,sonthayanon-p,"Sonthayanon, Piengchan",7,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014318,wangrangsimakul-t,"Wangrangsimakul, Tri",8,0,0,University of Oxford,United Kingdom,university,1,2026,vector_borne
doi:10.1371/journal.pntd.0014318,elliott-i,"Elliott, Ivo",9,0,0,University of Oxford,United Kingdom,university,1,2026,vector_borne
doi:10.1371/journal.pntd.0014318,newton-p,"Newton, Paul N",10,0,0,Mahidol University,Thailand,university,3,2026,vector_borne
doi:10.1371/journal.pntd.0014318,day-n,"Day, Nicholas P J",11,0,1,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.12968/jowc.2023.0112,ling-s,"Ling, Stacy Ng Wei",1,1,0,KK Women's and Children's Hospital,Singapore,hospital,1,2026,amr_hai
doi:10.12968/jowc.2023.0112,kuan-n,"Kuan, Nicole Lee Kim",2,0,0,KK Women's and Children's Hospital,Singapore,hospital,1,2026,amr_hai
doi:10.12968/jowc.2023.0112,abraham-m,"Abraham, Mini",3,0,0,KK Women's and Children's Hospital,Singapore,hospital,1,2026,amr_hai
doi:10.12968/jowc.2023.0112,jack-p,"Jack, Pan Woei",4,0,0,KK Women's and Children's Hospital,Singapore,hospital,1,2026,amr_hai
doi:10.12968/jowc.2023.0112,leong-k,"Leong, Kevin Lim Boon",5,0,1,KK Women's and Children's Hospital,Singapore,hospital,1,2026,amr_hai
doi:10.1038/s41467-026-74032-w,pu-w,"Pu, Wenyuan",1,1,0,,China,,2,2026,tb
doi:10.1038/s41467-026-74032-w,zhang-x,"Zhang, Ximeng",2,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,tian-m,"Tian, Man",3,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,he-z,"He, Zhiyi",4,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,zhu-j,"Zhu, Jin",5,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,song-s,"Song, Shiyu",6,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,li-l,"Li, Li",7,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,lian-p,"Lian, Panpan",8,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,lu-r,"Lu, Renwei",9,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,wang-r,"Wang, Ranran",10,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,lin-k,"Lin, Kai",11,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,gu-c,"Gu, Chaode",12,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,wazir-j,"Wazir, Junaid",13,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,wang-c,"Wang, Caiyun",14,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,sun-y,"Sun, Yixuan",15,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,yang-j,"Yang, Jing",16,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,zhang-y,"Zhang, Yingwei",17,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,chen-h,"Chen, Huimei",18,0,0,Duke-NUS Medical School,Singapore,university,1,2026,tb
doi:10.1038/s41467-026-74032-w,petretto-e,"Petretto, Enrico",19,0,0,Duke-NUS Medical School,Singapore,university,1,2026,tb
doi:10.1038/s41467-026-74032-w,cao-w,"Cao, Wangsen",20,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,fan-r,"Fan, Rongrong",21,0,0,,Sweden,,1,2026,tb
doi:10.1038/s41467-026-74032-w,treuter-e,"Treuter, Eckardt",22,0,0,,Sweden,,1,2026,tb
doi:10.1038/s41467-026-74032-w,zhang-x,"Zhang, Xia",23,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,liu-n,"Liu, Nannan",24,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,yang-a,"Yang, Airong",25,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,chen-x,"Chen, Xinchun",26,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,wang-h,"Wang, Hongwei",27,0,0,,China,,1,2026,tb
doi:10.1038/s41467-026-74032-w,huang-z,"Huang, Zhiqiang",28,0,1,,China,,1,2026,tb
doi:10.1021/acsinfecdis.6c00309,pee-c,"Pee, Carmen J E",1,1,0,Nanyang Technological University,Singapore,university,2,2026,amr_hai
doi:10.1021/acsinfecdis.6c00309,santos-m,"Santos, May Delos",2,0,0,,Singapore,,1,2026,amr_hai
doi:10.1021/acsinfecdis.6c00309,pethe-k,"Pethe, Kevin",3,0,1,Nanyang Technological University,Singapore,university,4,2026,amr_hai
doi:10.1128/spectrum.03669-25,zhao-z,"Zhao, Zhihai",1,1,0,,Singapore,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,shincy-m,"Shincy, Mettingal Ramakrishnan",2,0,0,,India,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,teoh-l,"Teoh, Lay Sin",3,0,0,,Singapore,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,ravikumar-k,"Ravikumar, Kadahalli Lingegowda",4,0,0,,India,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,ong-h,"Ong, Haris",5,0,0,,Singapore,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,mak-m,"Mak, Matthew",6,0,0,,Singapore,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,du-y,"Du, Yang",7,0,0,,Singapore,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,alam-m,"Alam, Mohammad Shafiul",8,0,0,,Bangladesh,,1,2026,vector_borne
doi:10.1128/spectrum.03669-25,xu-n,"Xu, Na",9,0,1,,Singapore,,1,2026,vector_borne
doi:10.1038/s41541-026-01519-4,zhao-z,"Zhao, Ziwei",1,1,0,National University of Singapore,Singapore,university,1,2026,vector_borne
doi:10.1038/s41541-026-01519-4,milligan-p,"Milligan, Paul",2,0,0,London School of Hygiene & Tropical Medicine,United Kingdom,university,1,2026,vector_borne
doi:10.1038/s41541-026-01519-4,cheung-y,"Cheung, Yin Bun",3,0,1,Duke-NUS Medical School,Finland,university,3,2026,vector_borne
doi:10.1038/s41467-026-75524-5,low-a,"Low, Adrian",1,1,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,yang-z,"Yang, Zhuoya",2,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,anantaya-k,"Anantaya, Kylin Treruangrachada",3,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,zhao-s,"Zhao, Siyan",4,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,tan-w,"Tan, Wei Cong",5,0,0,National University Hospital,Singapore,hospital,2,2026,amr_hai
doi:10.1038/s41467-026-75524-5,perez-r,"Perez, Rebecca Lynn",6,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,chungthe-h,"Chung The, Hao",7,0,0,National University of Singapore,Singapore,research_institute,2,2026,amr_hai
doi:10.1038/s41467-026-75524-5,lim-s,"Lim, Shirmin Zhi Yan",8,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,liu-l,"Liu, Lin",9,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,gounot-j,"Gounot, Jean-Sebastien",10,0,0,Genome Institute of Singapore,Singapore,research_institute,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,kwah-j,"Kwah, Junmei Samantha",11,0,0,Genome Institute of Singapore,Singapore,research_institute,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,ong-r,"Ong, Rick Twee-Hee",12,0,0,National University of Singapore,Singapore,university,1,2026,amr_hai
doi:10.1038/s41467-026-75524-5,nagarajan-n,"Nagarajan, Niranjan",13,0,0,Genome Institute of Singapore,Singapore,research_institute,2,2026,amr_hai
doi:10.1038/s41467-026-75524-5,lee-j,"Lee, Jonathan Wei Jie",14,0,0,National University Hospital,Singapore,hospital,3,2026,amr_hai
doi:10.1038/s41467-026-75524-5,mo-y,"Mo, Yin",15,0,1,National University Health System,Singapore,hospital,6,2026,amr_hai
doi:10.1186/s12879-026-13489-y,sng-e,"Sng, Edwin Chong Yu",1,1,0,Changi General Hospital,Singapore,hospital,2,2026,tb
