uid,author_key,author_name,position,is_first,is_last,institution,country,sector,n_affiliations,year,primary_domain
doi:10.1093/jambio/lxag031,zwe-y,"Zwe, Ye Htut",1,1,0,National University of Singapore,Singapore,government,2,2026,amr_hai
doi:10.1093/jambio/lxag031,yuk-h,"Yuk, Hyun-Gyun",2,0,1,,Republic of Korea,,2,2026,amr_hai
doi:10.1128/spectrum.00627-26,barcelli-v,"Barcelli, Valeria",1,1,0,Nanyang Technological University,Singapore,university,2,2026,tb
doi:10.1128/spectrum.00627-26,shin-b,"Shin, Bora",2,0,0,National University of Singapore,Singapore,university,1,2026,tb
doi:10.1128/spectrum.00627-26,choo-b,"Choo, Barry Boon Liang",3,0,0,National University of Singapore,Singapore,university,1,2026,tb
doi:10.1128/spectrum.00627-26,dorett-s,"Dorett, Sarah Leela",4,0,0,National University of Singapore,Singapore,university,1,2026,tb
doi:10.1128/spectrum.00627-26,bifani-p,"Bifani, Pablo",5,0,1,A*STAR Infectious Diseases Labs,Singapore,research_institute,2,2026,tb
doi:10.1371/journal.pntd.0014584,blacksell-s,"Blacksell, Stuart D",1,1,0,Mahidol University,Australia,university,3,2026,vector_borne
doi:10.1371/journal.pntd.0014584,ward-m,"Ward, Michael P",2,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,young-j,"Young, James R",3,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,bush-r,"Bush, Russell D",4,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,windsor-p,"Windsor, Peter A",5,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,khounsy-s,"Khounsy, Syseng",6,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,phommachanh-p,"Phommachanh, Phouvong",7,0,0,,,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,theppangna-w,"Theppangna, Watthana",8,0,0,,,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,siengsananlamont-j,"Siengsanan-Lamont, Jarunee",9,0,0,Mahidol University,Thailand,university,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,burns-r,"Burns, Rebekah",10,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,turner-p,"Turner, Paul",11,0,0,University of Oxford,Cambodia,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,gilbert-j,"Gilbert, Jeffrey",12,0,0,World Health Organization,Switzerland,government,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,kong-l,"Kong, Lida",13,0,0,Mahidol University,Thailand,university,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,tum-s,"Tum, Sothyra",14,0,0,,Cambodia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,karlsson-e,"Karlsson, Erik A",15,0,0,,Cambodia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,conlan-j,"Conlan, James V",16,0,0,,Australia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,hughes-t,"Hughes, Tom",17,0,0,,Malaysia,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,kolenchery-j,"Kolenchery, Jaison B",18,0,0,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,roberts-t,"Roberts, Tamalee",19,0,0,University of Oxford,United Kingdom,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,robinson-m,"Robinson, Matthew T",20,0,0,University of Oxford,United Kingdom,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,vongsouvath-m,"Vongsouvath, Manivanh",21,0,0,,,,1,2026,vector_borne
doi:10.1371/journal.pntd.0014584,newton-p,"Newton, Paul N",22,0,0,Mahidol University,Thailand,university,3,2026,vector_borne
doi:10.1371/journal.pntd.0014584,mayxay-m,"Mayxay, Mayfong",23,0,0,National University of Singapore,Singapore,university,5,2026,vector_borne
doi:10.1371/journal.pntd.0014584,ashley-e,"Ashley, Elizabeth A",24,0,0,University of Oxford,United Kingdom,university,2,2026,vector_borne
doi:10.1371/journal.pntd.0014584,day-n,"Day, Nicholas P J",25,0,1,Mahidol University,Thailand,university,2,2026,vector_borne
doi:10.3390/ijms27031504,ponniah-c,"Ponniah, Caleb",1,1,0,Nanyang Technological University,Singapore,university,1,2026,vector_borne
doi:10.3390/ijms27031504,surya-w,"Surya, Wahyu",2,0,0,Nanyang Technological University,Singapore,university,1,2026,vector_borne
doi:10.3390/ijms27031504,torres-j,"Torres, Jaume",3,0,1,Nanyang Technological University,Singapore,university,1,2026,vector_borne
doi:10.1186/s12889-026-26979-0,denholm-j,"Denholm, Justin T",1,1,0,University of Melbourne,Australia,university,2,2026,tb
doi:10.1186/s12889-026-26979-0,devries-g,"de Vries, Gerard",2,0,0,,Netherlands,,1,2026,tb
doi:10.1186/s12889-026-26979-0,anthony-r,"Anthony, Richard",3,0,0,,Netherlands,,1,2026,tb
doi:10.1186/s12889-026-26979-0,robinson-e,"Robinson, Esther",4,0,0,,United Kingdom,,1,2026,tb
doi:10.1186/s12889-026-26979-0,backx-m,"Backx, Matthijs",5,0,0,,United Kingdom,,1,2026,tb
doi:10.1186/s12889-026-26979-0,laurenson-i,"Laurenson, Ian F",6,0,0,,United Kingdom,,1,2026,tb
doi:10.1186/s12889-026-26979-0,seagar-a,"Seagar, Amie-Louise",7,0,0,,United Kingdom,,1,2026,tb
doi:10.1186/s12889-026-26979-0,trieu-l,"Trieu, Lisa",8,0,0,,United States,,1,2026,tb
doi:10.1186/s12889-026-26979-0,modestil-h,"Modestil, Herns",9,0,0,,United States,,1,2026,tb
doi:10.1186/s12889-026-26979-0,meissner-j,"Meissner, Jeanne Sullivan",10,0,0,,United States,,1,2026,tb
doi:10.1186/s12889-026-26979-0,ng-d,"Ng, Deborah Hee Ling",11,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,tb
doi:10.1186/s12889-026-26979-0,tay-j,"Tay, Jun Yang",12,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,tb
doi:10.1186/s12889-026-26979-0,marais-b,"Marais, Ben J",13,0,0,,Australia,,1,2026,tb
doi:10.1186/s12889-026-26979-0,sintchenko-v,"Sintchenko, Vitali",14,0,0,,Australia,,1,2026,tb
doi:10.1186/s12889-026-26979-0,lee-r,"Lee, Robyn",15,0,0,,Canada,,1,2026,tb
doi:10.1186/s12889-026-26979-0,donnan-e,"Donnan, Ellen J",16,0,1,,Australia,,2,2026,tb
doi:10.1016/j.avsg.2025.12.042,eze-a,"Eze, Anthony N",1,1,0,,,,1,2026,amr_hai
doi:10.1016/j.avsg.2025.12.042,yu-j,"Yu, Junette",2,0,0,Duke-NUS Medical School,Singapore,university,1,2026,amr_hai
doi:10.1016/j.avsg.2025.12.042,cui-c,"Cui, Christina L",3,0,0,,,,1,2026,amr_hai
doi:10.1016/j.avsg.2025.12.042,kim-y,"Kim, Young",4,0,1,,,,1,2026,amr_hai
doi:10.1001/jamanetworkopen.2026.28389,wee-l,"Wee, Liang En",1,1,0,Communicable Diseases Agency,Singapore,government,5,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,goh-n,"Goh, Nicole Shu-En",2,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,ho-r,"Ho, Reen Wan-Li",3,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,lim-j,"Lim, Jue Tao",4,0,0,Nanyang Technological University,Singapore,university,1,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,ngiam-j,"Ngiam, Jinghao Nicholas",5,0,0,Communicable Diseases Agency,Singapore,government,2,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,lim-s,"Lim, Soon Kok",6,0,0,Communicable Diseases Agency,Singapore,government,1,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,chiew-c,"Chiew, Calvin",7,0,0,Communicable Diseases Agency,Singapore,government,2,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,li-r,"Li, Russell Jingxian",8,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,li-j,"Li, Jiahui",9,0,0,KK Women's and Children's Hospital,Singapore,hospital,4,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,yung-c,"Yung, Chee-Fu",10,0,0,KK Women's and Children's Hospital,Singapore,hospital,3,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,chong-c,"Chong, Chia Yin",11,0,0,KK Women's and Children's Hospital,Singapore,hospital,4,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,choolani-m,"Choolani, Mahesh",12,0,0,National University Health System,Singapore,hospital,2,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,lee-v,"Lee, Vernon",13,0,0,Communicable Diseases Agency,Singapore,government,3,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,lye-d,"Lye, David",14,0,0,Communicable Diseases Agency,Singapore,government,5,2026,rti
doi:10.1001/jamanetworkopen.2026.28389,tan-k,"Tan, Kelvin Bryan",15,0,1,Nanyang Technological University,Singapore,university,4,2026,rti
doi:10.1002/anie.202517460,vu-q,"Vu, Quang Huy Nhat",1,1,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,tan-c,"Tan, Chongyun",2,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,lambu-m,"Lambu, Mallikharjuna Rao",3,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,wang-z,"Wang, Zheng",4,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,tan-s,"Tan, Shiow Han",5,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,koh-c,"Koh, Chong Hui",6,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,tonanon-p,"Tonanon, Panyawut",7,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,wei-g,"Wei, Guangmin",8,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,webster-r,"Webster, Richard D",9,0,0,Nanyang Technological University,Singapore,university,1,2026,amr_hai
doi:10.1002/anie.202517460,chanpark-m,"Chan-Park, Mary B",10,0,1,Nanyang Technological University,Singapore,university,2,2026,amr_hai
doi:10.1136/bmjopen-2025-103987,nguyen-h,"Nguyen, Ha Thu Thi",1,1,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,nguyen-h,"Nguyen, Hien Thu",2,0,0,,Viet Nam,,2,2026,rti
doi:10.1136/bmjopen-2025-103987,phan-t,"Phan, Thuong Huyen Thi",3,0,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,duong-g,"Duong, Giang Tra Thi",4,0,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,do-l,"Do, Linh Anh",5,0,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,vu-h,"Vu, Ha Ngoc",6,0,0,,Viet Nam,,2,2026,rti
doi:10.1136/bmjopen-2025-103987,nguyen-t,"Nguyen, Tham Thi",7,0,0,,France,,2,2026,rti
doi:10.1136/bmjopen-2025-103987,fernandes-s,"Fernandes, Sara",8,0,0,,France,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,boyer-l,"Boyer, Laurent",9,0,0,,France,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,auquier-p,"Auquier, Pascal",10,0,0,,France,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,nguyen-c,"Nguyen, Cuong Tat",11,0,0,,Viet Nam,,2,2026,rti
doi:10.1136/bmjopen-2025-103987,ha-d,"Ha, Duc Anh",12,0,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,do-h,"Do, Huyen",13,0,0,,Republic of Korea,,2,2026,rti
doi:10.1136/bmjopen-2025-103987,vu-g,"Vu, Giang Thu",14,0,0,,Viet Nam,,1,2026,rti
doi:10.1136/bmjopen-2025-103987,ho-r,"Ho, Roger C M",15,0,0,National University of Singapore,China,university,2,2026,rti
doi:10.1136/bmjopen-2025-103987,ho-c,"Ho, Cyrus S H",16,0,1,National University of Singapore,Singapore,university,1,2026,rti
doi:10.1038/s41598-026-64190-8,pongracz-t,"Pongrácz, Tamás",1,1,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,marking-u,"Marking, Ulrika",2,0,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,bladh-o,"Bladh, Oscar",3,0,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,aguilera-k,"Aguilera, Katherina",4,0,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,berkell-m,"Berkell, Matilda",5,0,0,,Sweden,,2,2026,rti
doi:10.1038/s41598-026-64190-8,havervall-s,"Havervall, Sebastian",6,0,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,greilertnorin-n,"Greilert-Norin, Nina",7,0,0,,Sweden,,1,2026,rti
doi:10.1038/s41598-026-64190-8,nouta-j,"Nouta, Jan",8,0,0,,Netherlands,,1,2026,rti
doi:10.1038/s41598-026-64190-8,gijze-s,"Gijze, Steinar",9,0,0,,Netherlands,,1,2026,rti
doi:10.1038/s41598-026-64190-8,wasynczuk-a,"Wasynczuk, Anna",10,0,0,,Netherlands,,1,2026,rti
doi:10.1038/s41598-026-64190-8,aberg-m,"Åberg, Mikael",11,0,0,,Sweden,,2,2026,rti
doi:10.1038/s41598-026-64190-8,vidarsson-g,"Vidarsson, Gestur",12,0,0,,Netherlands,,2,2026,rti
doi:10.1038/s41598-026-64190-8,zhong-y,"Zhong, Youjia",13,0,0,National University Health System,Singapore,hospital,2,2026,rti
doi:10.1038/s41598-026-64190-8,falck-d,"Falck, David",14,0,0,,Netherlands,,1,2026,rti
doi:10.1038/s41598-026-64190-8,thalin-c,"Thålin, Charlotte",15,0,1,,Sweden,,1,2026,rti
doi:10.1186/s12348-026-00586-x,yin-t,"Yin, Toh Ker",1,1,0,Khoo Teck Puat Hospital,Singapore,hospital,1,2026,tb
doi:10.1186/s12348-026-00586-x,ali-s,"Ali, Sowkath",2,0,0,Khoo Teck Puat Hospital,Singapore,hospital,1,2026,tb
doi:10.1186/s12348-026-00586-x,gopal-l,"Gopal, Lekha",3,0,0,Khoo Teck Puat Hospital,Singapore,hospital,1,2026,tb
doi:10.1186/s12348-026-00586-x,sen-y,"Sen, Yuen Yew",4,0,1,National University Hospital,Singapore,hospital,1,2026,tb
doi:10.1186/s12942-026-00467-5,baker-c,"Baker, Chelsea R",1,1,0,,United States,,1,2026,tb
doi:10.1186/s12942-026-00467-5,barilar-i,"Barilar, Ivan",2,0,0,,Germany,,1,2026,tb
doi:10.1186/s12942-026-00467-5,dearaujo-l,"de Araujo, Leonardo S",3,0,0,,Germany,,1,2026,tb
doi:10.1186/s12942-026-00467-5,parker-d,"Parker, Daniel M",4,0,0,,United States,,1,2026,tb
doi:10.1186/s12942-026-00467-5,fornace-k,"Fornace, Kimberly",5,0,0,National University of Singapore,Singapore,university,1,2026,tb
doi:10.1186/s12942-026-00467-5,moonan-p,"Moonan, Patrick K",6,0,0,US Centers for Disease Control and Prevention,United States,government,1,2026,tb
doi:10.1186/s12942-026-00467-5,oeltmann-j,"Oeltmann, John E",7,0,0,US Centers for Disease Control and Prevention,United States,government,1,2026,tb
doi:10.1186/s12942-026-00467-5,tobias-j,"Tobias, James L",8,0,0,,United States,,1,2026,tb
doi:10.1186/s12942-026-00467-5,minin-v,"Minin, Volodymyr M",9,0,0,,United States,,1,2026,tb
doi:10.1186/s12942-026-00467-5,modongo-c,"Modongo, Chawangwa",10,0,0,,Botswana,,1,2026,tb
doi:10.1186/s12942-026-00467-5,zetola-n,"Zetola, Nicola M",11,0,0,,United States,,1,2026,tb
doi:10.1186/s12942-026-00467-5,niemann-s,"Niemann, Stefan",12,0,0,,Germany,,1,2026,tb
doi:10.1186/s12942-026-00467-5,shin-s,"Shin, Sanghyuk S",13,0,1,,United States,,1,2026,tb
doi:10.5588/ijtldopen.26.0076,barcellini-l,"Barcellini, L",1,1,0,,Italy,,1,2026,tb
doi:10.5588/ijtldopen.26.0076,sauer-s,"Sauer, S",2,0,0,Harvard University,United States,university,1,2026,tb
doi:10.5588/ijtldopen.26.0076,romo-m,"Romo, M",3,0,0,Harvard University,United States,university,1,2026,tb
doi:10.5588/ijtldopen.26.0076,mitnick-c,"Mitnick, C D",4,0,0,Harvard University,United States,university,3,2026,tb
doi:10.5588/ijtldopen.26.0076,huerga-h,"Huerga, H",5,0,0,,France,,1,2026,tb
doi:10.5588/ijtldopen.26.0076,khan-u,"Khan, U",6,0,0,,Singapore,,1,2026,tb
doi:10.5588/ijtldopen.26.0076,hewison-c,"Hewison, C",7,0,0,,France,,1,2026,tb
doi:10.5588/ijtldopen.26.0076,rich-m,"Rich, M L",8,0,0,,United States,,2,2026,tb
doi:10.5588/ijtldopen.26.0076,franke-m,"Franke, M F",9,0,0,Harvard University,United States,university,1,2026,tb
doi:10.5588/ijtldopen.26.0076,khan-p,"Khan, P Y",10,0,1,London School of Hygiene & Tropical Medicine,Singapore,university,2,2026,tb
doi:10.1073/pnas.2606669123,chi-d,"Chi, Dengkai",1,1,0,,China,,2,2026,vector_borne
doi:10.1073/pnas.2606669123,richards-d,"Richards, Daniel",2,0,0,,New Zealand,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,manoli-g,"Manoli, Gabriele",3,0,0,,Switzerland,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,yang-j,"Yang, Jun",4,0,0,,China,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,ji-j,"Ji, John S",5,0,0,,China,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,zhang-y,"Zhang, Ye",6,0,0,,China,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,lin-b,"Lin, Brenda",7,0,0,,Australia,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,hahs-a,"Hahs, Amy",8,0,0,University of Melbourne,Australia,university,1,2026,vector_borne
doi:10.1073/pnas.2606669123,liu-c,"Liu, Congqiang",9,0,0,,China,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,zhu-y,"Zhu, Yue",10,0,0,,China,,2,2026,vector_borne
doi:10.1073/pnas.2606669123,qiu-y,"Qiu, Yeshan",11,0,0,,Singapore,,2,2026,vector_borne
doi:10.1073/pnas.2606669123,wang-j,"Wang, Jing",12,0,0,,Singapore,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,burlando-p,"Burlando, Paolo",13,0,0,,Switzerland,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,fatichi-s,"Fatichi, Simone",14,0,0,,Singapore,,1,2026,vector_borne
doi:10.1073/pnas.2606669123,tan-p,"Tan, Puay Yok",15,0,1,,Singapore,,1,2026,vector_borne
doi:10.3390/biom16070970,malkawi-r,"Malkawi, Ruba",1,1,0,,Jordan,,3,2026,amr_hai
doi:10.3390/biom16070970,weldonbee-j,"Weldon-Bee, James",2,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.3390/biom16070970,kiptoo-e,"Kiptoo, Edwin",3,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.3390/biom16070970,das-s,"Das, Sanjit",4,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.3390/biom16070970,chen-y,"Chen, Yinzhe",5,0,0,,China,,2,2026,amr_hai
doi:10.3390/biom16070970,iyer-a,"Iyer, Abhishek",6,0,0,,United Kingdom,,1,2026,amr_hai
doi:10.3390/biom16070970,lakshminarayanan-r,"Lakshminarayanan, Rajamani",7,0,0,Duke-NUS Medical School,Singapore,university,3,2026,amr_hai
doi:10.3390/biom16070970,zhang-q,"Zhang, Qian",8,0,0,,China,,2,2026,amr_hai
doi:10.3390/biom16070970,parmar-a,"Parmar, Anish",9,0,0,,United Kingdom,,2,2026,amr_hai
doi:10.3390/biom16070970,singh-i,"Singh, Ishwar",10,0,1,,United Kingdom,,2,2026,amr_hai
doi:10.3390/pathogens15040378,cleary-n,"Cleary, Nora G",1,1,0,,United States,,2,2026,vector_borne
doi:10.3390/pathogens15040378,tsevelmaa-n,"Tsevelmaa, Nyamdelger",2,0,0,,Mongolia,,1,2026,vector_borne
doi:10.3390/pathogens15040378,paoli-j,"Paoli, Julia E",3,0,0,,United States,,2,2026,vector_borne
doi:10.3390/pathogens15040378,hoylman-m,"Hoylman, Micah",4,0,0,,United States,,1,2026,vector_borne
doi:10.3390/pathogens15040378,altantogtokh-d,"Altantogtokh, Doniddemberel",5,0,0,,Mongolia,,2,2026,vector_borne
doi:10.3390/pathogens15040378,wiley-m,"Wiley, Michael R",6,0,0,,United States,,2,2026,vector_borne
doi:10.3390/pathogens15040378,wiley-j,"Wiley, Jessica D",7,0,0,,United States,,1,2026,vector_borne
doi:10.3390/pathogens15040378,perezjimenez-j,"Perez Jimenez, Juan G",8,0,0,,United States,,2,2026,vector_borne
doi:10.3390/pathogens15040378,salyer-a,"Salyer, Adam",9,0,0,,Singapore,,1,2026,vector_borne
doi:10.3390/pathogens15040378,etobayeva-i,"Etobayeva, Irina V",10,0,0,,Singapore,,1,2026,vector_borne
doi:10.3390/pathogens15040378,davaasuren-n,"Davaasuren, Nergui",11,0,0,,Mongolia,,1,2026,vector_borne
doi:10.3390/pathogens15040378,bolorchimeg-b,"Bolorchimeg, Buyandelger",12,0,0,,Mongolia,,1,2026,vector_borne
doi:10.3390/pathogens15040378,amgalanbayar-b,"Amgalanbayar, Bandikhuu",13,0,0,,Mongolia,,1,2026,vector_borne
doi:10.3390/pathogens15040378,mavian-c,"Mavian, Carla",14,0,0,,United States,,2,2026,vector_borne
doi:10.3390/pathogens15040378,letizia-a,"Letizia, Andrew G",15,0,0,,Singapore,,1,2026,vector_borne
doi:10.3390/pathogens15040378,boldbaatar-b,"Boldbaatar, Bazartseren",16,0,0,,Mongolia,,1,2026,vector_borne
doi:10.3390/pathogens15040378,vonfricken-m,"von Fricken, Michael E",17,0,1,,United States,,2,2026,vector_borne
doi:10.1080/07853890.2026.2714685,tep-s,"Tep, Sovanvorleak",1,1,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,tuot-s,"Tuot, Sovannary",2,0,0,,Cambodia,,3,2026,tb
doi:10.1080/07853890.2026.2714685,cheng-s,"Cheng, Sokleaph",3,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,ung-s,"Ung, Socheatraksmey",4,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,guillard-b,"Guillard, Bertrand",5,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,menh-s,"Menh, Saren",6,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,choub-s,"Choub, Sok Chamreun",7,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,huot-c,"Huot, Chan Yuda",8,0,0,,Cambodia,,1,2026,tb
doi:10.1080/07853890.2026.2714685,borand-l,"Borand, Laurence",9,0,0,Johns Hopkins University,Cambodia,university,2,2026,tb
doi:10.1080/07853890.2026.2714685,fox-g,"Fox, Greg J",10,0,0,,Australia,,2,2026,tb
doi:10.1080/07853890.2026.2714685,teo-a,"Teo, Alvin Kuo Jing",11,0,1,National University of Singapore,Australia,university,3,2026,tb
doi:10.64898/2026.03.19.26348865,pasayan-m,"Pasayan, Mark Kristoffer Ungos",1,1,0,,Philippines,,1,2026,sti
doi:10.64898/2026.03.19.26348865,jiamsakul-a,"Jiamsakul, Awachana",2,0,0,,Australia,,1,2026,sti
doi:10.64898/2026.03.19.26348865,yunihastuti-e,"Yunihastuti, Evy",3,0,0,Universitas Indonesia,Indonesia,university,1,2026,sti
doi:10.64898/2026.03.19.26348865,azwa-i,"Azwa, Iskandar",4,0,0,University of Malaya,Malaysia,university,1,2026,sti
doi:10.64898/2026.03.19.26348865,choi-j,"Choi, Jun Yong",5,0,0,,Republic of Korea,,1,2026,sti
doi:10.64898/2026.03.19.26348865,kumarasamy-n,"Kumarasamy, Nagalingeswaran",6,0,0,,India,,1,2026,sti
doi:10.64898/2026.03.19.26348865,avihingsanon-a,"Avihingsanon, Anchalee",7,0,0,,Thailand,,1,2026,sti
doi:10.64898/2026.03.19.26348865,chaiwarith-r,"Chaiwarith, Romanee",8,0,0,,Thailand,,1,2026,sti
doi:10.64898/2026.03.19.26348865,chan-y,"Chan, Yu-Jiun",9,0,0,,Taiwan,,1,2026,sti
doi:10.64898/2026.03.19.26348865,khol-v,"Khol, Vohith",10,0,0,,Cambodia,,1,2026,sti
doi:10.64898/2026.03.19.26348865,kiertiburanakul-s,"Kiertiburanakul, Sasisopin",11,0,0,Mahidol University,Thailand,university,1,2026,sti
doi:10.64898/2026.03.19.26348865,lee-m,"Lee, Man Po",12,0,0,,Hong Kong SAR,,1,2026,sti
doi:10.64898/2026.03.19.26348865,somia-i,"Somia, I Ketut Agus",13,0,0,,Indonesia,,1,2026,sti
doi:10.64898/2026.03.19.26348865,pujari-s,"Pujari, Sanjay",14,0,0,,India,,1,2026,sti
doi:10.64898/2026.03.19.26348865,do-c,"Do, Cuong Duy",15,0,0,,Viet Nam,,1,2026,sti
doi:10.64898/2026.03.19.26348865,pham-t,"Pham, Thach Ngoc",16,0,0,,Viet Nam,,1,2026,sti
doi:10.64898/2026.03.19.26348865,zhang-f,"Zhang, Fujie",17,0,0,,China,,1,2026,sti
doi:10.64898/2026.03.19.26348865,khusuwan-s,"Khusuwan, Suwimon",18,0,0,,Thailand,,1,2026,sti
doi:10.64898/2026.03.19.26348865,ng-o,"Ng, Oon Tek",19,0,0,National Centre for Infectious Diseases,Singapore,hospital,1,2026,sti
doi:10.64898/2026.03.19.26348865,tanuma-j,"Tanuma, Junko",20,0,0,,Japan,,1,2026,sti
doi:10.64898/2026.03.19.26348865,gani-y,"Gani, Yasmin",21,0,0,,Malaysia,,1,2026,sti
doi:10.64898/2026.03.19.26348865,borse-r,"Borse, Rohidas",22,0,0,,India,,1,2026,sti
doi:10.64898/2026.03.19.26348865,ross-j,"Ross, Jeremy",23,0,0,,Thailand,,1,2026,sti
doi:10.64898/2026.03.19.26348865,ditangco-r,"Ditangco, Rossana",24,0,1,,Philippines,,1,2026,sti
doi:10.1016/j.celrep.2026.117286,mulholland-c,"Mulholland, Claire V",1,1,0,,United States,,1,2026,tb
doi:10.1016/j.celrep.2026.117286,lee-b,"Lee, Bei Shi",2,0,0,Nanyang Technological University,Singapore,university,2,2026,tb
doi:10.1016/j.celrep.2026.117286,chong-a,"Chong, Alexander",3,0,0,,United States,,1,2026,tb
doi:10.1016/j.celrep.2026.117286,cui-j,"Cui, Jinhua",4,0,0,,United States,,1,2026,tb
doi:10.1016/j.celrep.2026.117286,pethe-k,"Pethe, Kevin",5,0,0,Nanyang Technological University,Singapore,hospital,3,2026,tb
doi:10.1016/j.celrep.2026.117286,berney-m,"Berney, Michael",6,0,1,,Switzerland,,2,2026,tb
doi:10.1016/j.ejogrb.2026.115359,tay-s,"Tay, Sun Kuie",1,1,0,Singapore General Hospital,Singapore,hospital,1,2026,sti
doi:10.1016/j.ejogrb.2026.115359,lee-w,"Lee, Wai Yen",2,0,0,Singapore General Hospital,Singapore,hospital,1,2026,sti
doi:10.1016/j.ejogrb.2026.115359,ang-j,"Ang, Joella Xiaohong",3,0,1,Singapore General Hospital,Singapore,hospital,1,2026,sti
