edge_id,pair_id,domain,path_order,node_id,label,x,y,weight,source,target,is_cross_border,involves_singapore
Ethiopia--Pakistan#tb,Ethiopia--Pakistan,tb,1,Ethiopia,Ethiopia,0.413066,0.448775,7,Ethiopia,Pakistan,1,0
Ethiopia--Pakistan#tb,Ethiopia--Pakistan,tb,2,Pakistan,Pakistan,0.35634,0.418637,7,Ethiopia,Pakistan,1,0
India--United States#tb,India--United States,tb,1,India,India,0.397173,0.572838,7,India,United States,1,0
India--United States#tb,India--United States,tb,2,United States,United States,0.440022,0.576858,7,India,United States,1,0
Switzerland--United Kingdom#tb,Switzerland--United Kingdom,tb,1,Switzerland,Switzerland,0.407049,0.531378,7,Switzerland,United Kingdom,1,0
Switzerland--United Kingdom#tb,Switzerland--United Kingdom,tb,2,United Kingdom,United Kingdom,0.355643,0.570016,7,Switzerland,United Kingdom,1,0
United Kingdom--Viet Nam#tb,United Kingdom--Viet Nam,tb,1,United Kingdom,United Kingdom,0.355643,0.570016,7,United Kingdom,Viet Nam,1,0
United Kingdom--Viet Nam#tb,United Kingdom--Viet Nam,tb,2,Viet Nam,Viet Nam,0.306341,0.520662,7,United Kingdom,Viet Nam,1,0
United States--Viet Nam#tb,United States--Viet Nam,tb,1,United States,United States,0.440022,0.576858,7,United States,Viet Nam,1,0
United States--Viet Nam#tb,United States--Viet Nam,tb,2,Viet Nam,Viet Nam,0.306341,0.520662,7,United States,Viet Nam,1,0
France--Peru#tb,France--Peru,tb,1,France,France,0.37365,0.542016,7,France,Peru,1,0
France--Peru#tb,France--Peru,tb,2,Peru,Peru,0.260788,0.595863,7,France,Peru,1,0
Pakistan--Peru#tb,Pakistan--Peru,tb,1,Pakistan,Pakistan,0.35634,0.418637,7,Pakistan,Peru,1,0
Pakistan--Peru#tb,Pakistan--Peru,tb,2,Peru,Peru,0.260788,0.595863,7,Pakistan,Peru,1,0
Peru--Singapore#tb,Peru--Singapore,tb,1,Peru,Peru,0.260788,0.595863,7,Peru,Singapore,1,1
Peru--Singapore#tb,Peru--Singapore,tb,2,Singapore,Singapore,0.429978,0.539306,7,Peru,Singapore,1,1
Peru--United Kingdom#tb,Peru--United Kingdom,tb,1,Peru,Peru,0.260788,0.595863,7,Peru,United Kingdom,1,0
Peru--United Kingdom#tb,Peru--United Kingdom,tb,2,United Kingdom,United Kingdom,0.355643,0.570016,7,Peru,United Kingdom,1,0
Peru--United States#tb,Peru--United States,tb,1,Peru,Peru,0.260788,0.595863,7,Peru,United States,1,0
Peru--United States#tb,Peru--United States,tb,2,United States,United States,0.440022,0.576858,7,Peru,United States,1,0
Australia--United Kingdom#tb,Australia--United Kingdom,tb,1,Australia,Australia,0.390756,0.648197,6,Australia,United Kingdom,1,0
Australia--United Kingdom#tb,Australia--United Kingdom,tb,2,United Kingdom,United Kingdom,0.355643,0.570016,6,Australia,United Kingdom,1,0
Italy--United States#tb,Italy--United States,tb,1,Italy,Italy,0.491029,0.507028,6,Italy,United States,1,0
Italy--United States#tb,Italy--United States,tb,2,United States,United States,0.440022,0.576858,6,Italy,United States,1,0
Singapore--Thailand#sti,Singapore--Thailand,sti,1,Singapore,Singapore,0.429978,0.539306,6,Singapore,Thailand,1,1
Singapore--Thailand#sti,Singapore--Thailand,sti,2,Thailand,Thailand,0.336992,0.46232,6,Singapore,Thailand,1,1
Australia--Thailand#amr_hai,Australia--Thailand,amr_hai,1,Australia,Australia,0.390756,0.648197,6,Australia,Thailand,1,0
Australia--Thailand#amr_hai,Australia--Thailand,amr_hai,2,Thailand,Thailand,0.336992,0.46232,6,Australia,Thailand,1,0
Singapore--Viet Nam#amr_hai,Singapore--Viet Nam,amr_hai,1,Singapore,Singapore,0.429978,0.539306,6,Singapore,Viet Nam,1,1
Singapore--Viet Nam#amr_hai,Singapore--Viet Nam,amr_hai,2,Viet Nam,Viet Nam,0.306341,0.520662,6,Singapore,Viet Nam,1,1
Singapore--United Kingdom#other_id,Singapore--United Kingdom,other_id,1,Singapore,Singapore,0.429978,0.539306,6,Singapore,United Kingdom,1,1
Singapore--United Kingdom#other_id,Singapore--United Kingdom,other_id,2,United Kingdom,United Kingdom,0.355643,0.570016,6,Singapore,United Kingdom,1,1
United Kingdom--United States#sti,United Kingdom--United States,sti,1,United Kingdom,United Kingdom,0.355643,0.570016,6,United Kingdom,United States,1,0
United Kingdom--United States#sti,United Kingdom--United States,sti,2,United States,United States,0.440022,0.576858,6,United Kingdom,United States,1,0
France--Indonesia#tb,France--Indonesia,tb,1,France,France,0.37365,0.542016,6,France,Indonesia,1,0
France--Indonesia#tb,France--Indonesia,tb,2,Indonesia,Indonesia,0.369414,0.492144,6,France,Indonesia,1,0
India--United Kingdom#tb,India--United Kingdom,tb,1,India,India,0.397173,0.572838,6,India,United Kingdom,1,0
India--United Kingdom#tb,India--United Kingdom,tb,2,United Kingdom,United Kingdom,0.355643,0.570016,6,India,United Kingdom,1,0
Indonesia--Pakistan#tb,Indonesia--Pakistan,tb,1,Indonesia,Indonesia,0.369414,0.492144,6,Indonesia,Pakistan,1,0
Indonesia--Pakistan#tb,Indonesia--Pakistan,tb,2,Pakistan,Pakistan,0.35634,0.418637,6,Indonesia,Pakistan,1,0
Canada--Pakistan#tb,Canada--Pakistan,tb,1,Canada,Canada,0.429902,0.670838,6,Canada,Pakistan,1,0
Canada--Pakistan#tb,Canada--Pakistan,tb,2,Pakistan,Pakistan,0.35634,0.418637,6,Canada,Pakistan,1,0
Canada--France#tb,Canada--France,tb,1,Canada,Canada,0.429902,0.670838,6,Canada,France,1,0
Canada--France#tb,Canada--France,tb,2,France,France,0.37365,0.542016,6,Canada,France,1,0
Canada--South Africa#tb,Canada--South Africa,tb,1,Canada,Canada,0.429902,0.670838,6,Canada,South Africa,1,0
Canada--South Africa#tb,Canada--South Africa,tb,2,South Africa,South Africa,0.354082,0.657729,6,Canada,South Africa,1,0
Ethiopia--Peru#tb,Ethiopia--Peru,tb,1,Ethiopia,Ethiopia,0.413066,0.448775,6,Ethiopia,Peru,1,0
Ethiopia--Peru#tb,Ethiopia--Peru,tb,2,Peru,Peru,0.260788,0.595863,6,Ethiopia,Peru,1,0
Ethiopia--South Africa#tb,Ethiopia--South Africa,tb,1,Ethiopia,Ethiopia,0.413066,0.448775,6,Ethiopia,South Africa,1,0
Ethiopia--South Africa#tb,Ethiopia--South Africa,tb,2,South Africa,South Africa,0.354082,0.657729,6,Ethiopia,South Africa,1,0
Pakistan--South Africa#tb,Pakistan--South Africa,tb,1,Pakistan,Pakistan,0.35634,0.418637,6,Pakistan,South Africa,1,0
Pakistan--South Africa#tb,Pakistan--South Africa,tb,2,South Africa,South Africa,0.354082,0.657729,6,Pakistan,South Africa,1,0
Peru--South Africa#tb,Peru--South Africa,tb,1,Peru,Peru,0.260788,0.595863,6,Peru,South Africa,1,0
Peru--South Africa#tb,Peru--South Africa,tb,2,South Africa,South Africa,0.354082,0.657729,6,Peru,South Africa,1,0
Switzerland--United Kingdom#vector_borne,Switzerland--United Kingdom,vector_borne,1,Switzerland,Switzerland,0.407049,0.531378,5,Switzerland,United Kingdom,1,0
Switzerland--United Kingdom#vector_borne,Switzerland--United Kingdom,vector_borne,2,United Kingdom,United Kingdom,0.355643,0.570016,5,Switzerland,United Kingdom,1,0
